"qudtUri","qudtLabel","qudtDimensionVector","qudtConversionMultiplier","nonLatexDescription","latexDescription"
"http://qudt.org/vocab/unit","QUDT Vocab Units of Measure Release 3.1.9",NA,NA,NA,NA
"http://qudt.org/vocab/unit/2PiRAD","2pirad","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",0,NA,NA
"http://qudt.org/vocab/unit/A","安培","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",1,NA,"$\textit{Ampere}$, often shortened to $\text{amp}$, 
is the SI unit of electric current and is one of the seven SI base units defined as:

$$\text{A} \equiv \frac{\textit{C}}{\textit{s}} 
\equiv \frac{\textit{coulomb}}{\textit{second}} 
\equiv \frac{\text{joule}}{\text{weber}}$$

Note that SI supports only the use of symbols and deprecates the use of any abbreviations for units.
"
"http://qudt.org/vocab/unit/A-HR","Ampere Hour","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T1D0",3600,NA,"$\textit{Ampere Hour}$ is a practical unit of electric charge equal to the charge flowing
   in one hour through a conductor passing one ampere. 
   An ampere-hour or amp-hour (symbol $Ah,\,AHr,\, A \cdot h, A h$) is a unit of electric
    charge, with sub-units milliampere-hour ($mAh$) and milliampere second ($mAs$).
    One ampere-hour is equal to 3600 coulombs (ampere-seconds), the electric charge transferred
     by a steady current of one ampere for one hour. 
    The ampere-hour is frequently used in measurements of electrochemical systems such as
     electroplating and electrical batteries. 
    The commonly seen milliampere-hour ($mAh$ or $mA \cdot h$) is one-thousandth of an
     ampere-hour ($3.6 \,coulombs$).
"
"http://qudt.org/vocab/unit/A-HR-PER-DeciM3","Ampere Hour per Cubic Decimeter","http://qudt.org/vocab/dimensionvector/A0E1L-3I0M0H0T1D0",3600000,NA,"$\textit{Ampere Hour per Cubic Decimetre}$ is the product of the SI base unit ampere
 and the unit hour divided by 0.001-fold of the power of the SI base unit metre with
  the exponent 3.
"
"http://qudt.org/vocab/unit/A-HR-PER-DEG_C","Ampere Hour per Degree Celsius","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H-1T1D0",3600,NA,"$\textit{Ampere Hour per Degree Celsius}$ is the product of the SI base unit ampere and the unit hour
 divided by the unit degree Celsius.
"
"http://qudt.org/vocab/unit/A-HR-PER-KiloGM","Ampere Hour per Kilogram","http://qudt.org/vocab/dimensionvector/A0E1L0I0M-1H0T1D0",3600,"product of the SI base unit ampere and the unit hour divided by the SI base unit kilogram",NA
"http://qudt.org/vocab/unit/A-HR-PER-M2","Ampere Hour per Square Meter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T1D0",3600,"product of the SI base unit ampere and the unit hour divided by the power of the SI base unit metre with the exponent 2",NA
"http://qudt.org/vocab/unit/A-HR-PER-M3","Ampere Hour per Cubic Meter","http://qudt.org/vocab/dimensionvector/A0E1L-3I0M0H0T1D0",3600,"product of the SI base unit ampere and the unit hour divided by the power of the SI base unit metre with the exponent 3",NA
"http://qudt.org/vocab/unit/A-M2","Ampere Square Meter","http://qudt.org/vocab/dimensionvector/A0E1L2I0M0H0T0D0",1,"The SI unit of electromagnetic moment.",NA
"http://qudt.org/vocab/unit/A-M2-PER-J-SEC","Ampere Square Meter per Joule Second","http://qudt.org/vocab/dimensionvector/A0E1L0I0M-1H0T1D0",1,"The SI unit of gyromagnetic ratio.",NA
"http://qudt.org/vocab/unit/A-MIN","Ampere Minute","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T1D0",60,"product of the SI base unit ampere and the unit minute",NA
"http://qudt.org/vocab/unit/A-PER-A-HR","Ampere per Ampere Hour","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0",0.00027777777777777,"SI base unit ampere divided by the SI base unit ampere and the unit hour",NA
"http://qudt.org/vocab/unit/A-PER-CentiM","Ampere per Centimeter","http://qudt.org/vocab/dimensionvector/A0E1L-1I0M0H0T0D0",100,"SI base unit ampere divided by the 0.01-fold of the SI base unit metre",NA
"http://qudt.org/vocab/unit/A-PER-CentiM2","Ampere per Square Centimeter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T0D0",10000,"SI base unit ampere divided by the 0.0001-fold  of the power of the SI base unit metre by exponent 2",NA
"http://qudt.org/vocab/unit/A-PER-DEG_C","Ampere pro Grad Celsius","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H-1T0D0",1,"A measure used to express how a current is subject to temperature. Originally used in Wien's Law to describe phenomena related to filaments. One use today is to express how a current generator derates with temperature.",NA
"http://qudt.org/vocab/unit/A-PER-GM","Ampere pro Gramm","http://qudt.org/vocab/dimensionvector/A0E1L0I0M-1H0T0D0",1000,NA,"$\textit{Ampere per gram}$ is a practical unit to describe an (applied) current relative to the involved amount of material. 
  This unit is often found in electrochemistry to standardize test conditions and compare various scales of investigated materials.
"
"http://qudt.org/vocab/unit/A-PER-J","Amper na Joule","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M-1H0T2D0",1,NA,"$\textit{Ampere per Joule}$ is the inverse measure of $joule-per-ampere$ or $weber$. 
  The measure for the reciprical of magnetic flux.
"
"http://qudt.org/vocab/unit/A-PER-K","Amperio por Kelvin","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H-1T0D0",1,"SI base unit ampere divided by the SI base unit kelvin",NA
"http://qudt.org/vocab/unit/A-PER-KiloGM","Amper na Kilogram","http://qudt.org/vocab/dimensionvector/A0E1L0I0M-1H0T0D0",1,"SI base unit ampere divided by the SI base unit kilogram",NA
"http://qudt.org/vocab/unit/A-PER-M","Ampere per Meter","http://qudt.org/vocab/dimensionvector/A0E1L-1I0M0H0T0D0",1,NA,"is the SI unit of magnetic field strength. One ampere per meter is equal to $\pi/250$ oersteds ($12.566\, 371\,millioersteds$) in CGS units. The ampere per meter is also the SI unit of ""magnetization"" in the sense of magnetic dipole moment per unit volume; in this context $1 A/m = 0.001\,emu\,per\,cubic\,centimeter$."
"http://qudt.org/vocab/unit/A-PER-M2","Ampere per Square Meter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T0D0",1,NA,"$\textit{Ampere Per Square Meter}$ is a unit in the category of electric current density. 
This unit is commonly used in the SI unit system.
"
"http://qudt.org/vocab/unit/A-PER-M2-K2","Ampere per Square Meter Square Kelvin","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H-2T0D0",1,NA,NA
"http://qudt.org/vocab/unit/A-PER-MilliM","Ampere per Millimeter","http://qudt.org/vocab/dimensionvector/A0E1L-1I0M0H0T0D0",1000,"SI base unit ampere divided by the 0.001-fold of the SI base unit metre",NA
"http://qudt.org/vocab/unit/A-PER-MilliM2","Ampere per Square Millimeter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T0D0",1e+06,"SI base unit ampere divided by the 0.000 001-fold of the power of the SI base unit metre by exponent 2",NA
"http://qudt.org/vocab/unit/A-PER-PA","Amper na Pascal","http://qudt.org/vocab/dimensionvector/A0E1L1I0M-1H0T2D0",1,"SI base unit ampere divided by the SI derived unit pascal",NA
"http://qudt.org/vocab/unit/A-PER-RAD","Ampère par Radian","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",1,NA,"$\textit{Ampere per Radian}$ is a derived unit for measuring the amount of current per unit measure of angle, expressed in ampere per radian."
"http://qudt.org/vocab/unit/A-SEC","Ampère Seconde","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T1D0",1,"product out of the SI base unit ampere and the SI base unit second",NA
"http://qudt.org/vocab/unit/A-SEC2","Ampere Square Second","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T2D0",1,"product out of the power of the SI base unit ampere and the SI base unit second with the exponent 2",NA
"http://qudt.org/vocab/unit/A_Ab","Abampere","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",10,NA,"
  The $\textit{Abampere (aA)}$, also called the $biot$ after Jean-Baptiste Biot, is the basic electromagnetic unit of electric current in the emu-cgs system of units (electromagnetic cgs). 
  One $abampere$ is equal to ten amperes in the SI system of units. 
  An $abampere$ is the constant current that produces, when maintained in two parallel conductors of negligible circular section and of infinite length placed 1 centimetre apart,
   a force of 2 dynes per centimetre between the two conductors.
"
"http://qudt.org/vocab/unit/A_Ab-CentiM2","Abampere Square Centimeter","http://qudt.org/vocab/dimensionvector/A0E1L2I0M0H0T0D0",0.001,NA,"
  The unit $\textit{Abampere Square Centimeter}$ is the unit of magnetic moment in the electromagnetic centimeter-gram-second system.
"
"http://qudt.org/vocab/unit/A_Ab-PER-CentiM2","Abampere per Square Centimeter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T0D0",1e+05,NA,"
  The unit $\textit{Abampere Per Square Centimeter}$, symbol $aA/cm^2$, is a unit in the category of Electric current density. 
  It is also known as $\textit{abamperes per square centimeter}$, $\textit{abampere/square centimeter}$,
   and $\textit{abampere per square centimetre}$. 
   This unit is commonly used in the cgs unit system.
  $\textit{Abampere Per Square Centimeter}$ has a dimension of $L^{-2}I$ where $L$ is length, and $I$ is electric current. 
  It can be converted to the corresponding standard SI unit $A/m^{2}$ by multiplying its value by a factor of 100000.
"
"http://qudt.org/vocab/unit/A_Stat","Statampere","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",3.335641e-10,NA,"
  The unit $\textit{Statampere}$, symbol $statA$ is a unit in the category of Electric current. 
  It is also known as statamperes. 
  This unit is commonly used in the cgs unit system. 
  $\textit{Statampere (statA)}$ has a dimension of $I$ where $I$ is electric current. 
  It can be converted to the corresponding standard SI unit $A$ by multiplying its value by a factor of 3.355641E-010.
"
"http://qudt.org/vocab/unit/A_Stat-PER-CentiM2","Statampere per Square Centimeter","http://qudt.org/vocab/dimensionvector/A0E1L-2I0M0H0T0D0",3.335641e-06,NA,"
  The $\textit{Statampere per Square Centimeter}$ is a unit of electric current density in the c.g.s. system of units.
"
"http://qudt.org/vocab/unit/A2-SEC","Ampere Quadrado Segundo","http://qudt.org/vocab/dimensionvector/A0E2L0I0M0H0T1D0",1,"product out of the power of the SI base unit ampere with the exponent 2 and the SI base unit second",NA
"http://qudt.org/vocab/unit/AC","Acre","http://qudt.org/vocab/dimensionvector/A0E0L2I0M0H0T0D0",4046.8564224,"The acre is a unit of area in a number of different systems, including the imperial and U.S. customary systems. Its international symbol is ac. The most commonly used acres today are the international acre and, in the United States, the survey acre. The most common use of the acre is to measure tracts of land. One international acre is equal to 4046.8564224 square metres.",NA
"http://qudt.org/vocab/unit/AC-FT","Acre Foot","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",1233.48183754752,NA,"An acre-foot is a unit of volume commonly used in the United States in reference to large-scale water resources, such as reservoirs, aqueducts, canals, sewer flow capacity, and river flows. It is defined by the volume of one acre of surface area to a depth of one foot. Since the acre is defined as a chain by a furlong ($66 ft \times 660 ft$) the acre-foot is exactly $43,560 cubic feet$. For irrigation water, the volume of $1 ft \times 1 \; ac = 43,560 \; ft^{3} (1,233.482 \; m^{3}, 325,851 \; US gal)$."
"http://qudt.org/vocab/unit/AC-FT_US","Acre Us Survey Foot","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",1233.48426566137,"unit of the volume, which is used in the United States to measure/gauge the capacity of reservoirs",NA
"http://qudt.org/vocab/unit/AMU","Atomic Mass Unit","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0",0,NA,"The $\textit{Unified Atomic Mass Unit}$ (symbol: $\mu$) or $\textit{dalton}$ (symbol: Da) is a unit that is used for indicating mass on an atomic or molecular scale. It is defined as one twelfth of the rest mass of an unbound atom of carbon-12 in its nuclear and electronic ground state, and has a value of $1.660538782(83) \times 10^{-27} kg$.  One $Da$ is approximately equal to the mass of one proton or one neutron. The CIPM have categorised it as a $\textit{""non-SI unit whose values in SI units must be obtained experimentally""}$."
"http://qudt.org/vocab/unit/ANGSTROM","Angstrom","http://qudt.org/vocab/dimensionvector/A0E0L1I0M0H0T0D0",1e-10,NA,"The $Angstr\ddot{o}m$ is an internationally recognized unit of length equal to $0.1 \,nanometre$ or $1 \times 10^{-10}\,metres$.  Although accepted for use, it is not formally defined within the International System of Units(SI). The angstrom is often used in the natural sciences to express the sizes of atoms, lengths of chemical bonds and the wavelengths of electromagnetic radiation, and in technology for the dimensions of parts of integrated circuits. It is also commonly used in structural biology."
"http://qudt.org/vocab/unit/ANGSTROM3","Cubic Angstrom","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",0,NA,"A unit that is a non-SI unit, specifically a CGS unit,  of polarizability known informally as polarizability volume.  The SI defined units for polarizability are C*m^2/V and can be converted to $Angstr\ddot{o}m$^3 by multiplying the SI value by 4 times pi times the vacuum permittivity and then converting the resulting m^3 to $Angstr\ddot{o}m$^3 through the SI base 10 conversion (multiplying by 10^-30)."
"http://qudt.org/vocab/unit/ARCMIN","Arcminute","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",0.000290888209,NA,"A minute of arc, arcminute, or minute arc (MOA), is a unit of angular measurement equal to one sixtieth (1/60) of one degree (circle/21,600), or $\pi /10,800 radians$. In turn, a second of arc or arcsecond is one sixtieth (1/60) of one minute of arc. Since one degree is defined as one three hundred and sixtieth (1/360) of a rotation, one minute of arc is 1/21,600 of a rotation."
"http://qudt.org/vocab/unit/ARCSEC","Arcsecond","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",4.84813681e-06,NA,"""Arc Second"" is a unit of angular measure, also called the $\textit{second of arc}$, equal to $1/60 \; arcminute$. One arcsecond is a very small angle: there are 1,296,000 in a circle. The SI recommends $\textit{double prime}$ ($''$) as the symbol for the arcsecond. The symbol has become common in astronomy, where very small angles are stated in milliarcseconds ($mas$)."
"http://qudt.org/vocab/unit/ARE","Are","http://qudt.org/vocab/dimensionvector/A0E0L2I0M0H0T0D0",100,"An 'are' is a unit of area equal to 0.02471 acre and 100 centare.",NA
"http://qudt.org/vocab/unit/AT","Ampere Turn","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",1,NA,"The $\textit{ampere-turn}$ was the MKS unit of magnetomotive force (MMF), represented by a direct current of one ampere flowing in a single-turn loop in a vacuum. ""Turns"" refers to the winding number of an electrical conductor comprising an inductor. The ampere-turn was replaced by the SI unit, $ampere$."
"http://qudt.org/vocab/unit/AT-PER-IN","Ampere Turn per Inch","http://qudt.org/vocab/dimensionvector/A0E1L-1I0M0H0T0D0",39.3700787401575,NA,"
  The $\textit{Ampere Turn per Inch}$ is a measure of magnetic field intensity and is equal to 12.5664 Oersted.
"
"http://qudt.org/vocab/unit/AT-PER-M","Ampere Turn per Meter","http://qudt.org/vocab/dimensionvector/A0E1L-1I0M0H0T0D0",1,NA,"
  The  $\textit{Ampere Turn per Metre}$ is the SI unit of magnetic field strength. 
  One ampere per meter is equal to $\pi/250$ oersteds (12.566 371 millioersteds) in CGS units. 
  The ampere per meter is also the SI unit of ""magnetization"" in the sense of magnetic dipole moment per unit volume;
   in this context $1 A/m = 0.001 emu per cubic centimeter$.
"
"http://qudt.org/vocab/unit/ATM","Standard Atmosphere","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",101325,NA,"
  The unit for $\textit{Standard Atmosphere}$, symbol: $atm$, is an international reference pressure defined as $101.325 \,kPa$ and formerly used as unit of pressure.
  For practical purposes it has been replaced by the bar which is $100 kPa$. 
  The difference of about 1% is not significant for many applications, and is within the error range of common pressure gauges.
"
"http://qudt.org/vocab/unit/ATM-M3-PER-MOL","Standard Atmosphere Cubic Meter per Mole","http://qudt.org/vocab/dimensionvector/A-1E0L2I0M1H0T-2D0",101325,NA,"
  The unit $\textit{Atmosphere Cubic Metre per Mole}$ consists of the power of the SI base unit metre with the exponent 3 multiplied by the unit atmosphere divided by the SI base unit mol.
"
"http://qudt.org/vocab/unit/ATM-PER-M","Standard Atmosphere per Meter","http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-2D0",101325,"
  An [outdated] unit of the pressure divided by the SI base unit metre
",NA
"http://qudt.org/vocab/unit/ATM_T","Technical Atmosphere","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",98066.5,NA,"
  The unit for $\textit{Technical Atmosphere}$, symbol: $at$, is a non-SI unit of pressure equal to one kilogram-force per square centimeter. 
  The symbol $at$ clashes with that of the katal (symbol: $kat$), the SI unit of catalytic activity; a kilotechnical atmosphere would have the symbol $kat$, indistinguishable from the symbol for katal. 
  It also clashes with that of the non-SI unit, the $attotonne$, but that unit would be more likely be rendered as the equivalent SI unit. 
  Assay ton (abbreviation $AT$) is not a unit of measurement, but a standard quantity used in assaying ores of precious metals; it is $29 1D6 \,grams$ (short assay ton) or $32 2D3 \,grams$ (long assay ton),
   the amount which bears the same ratio to a milligram as a short or long ton bears to a troy ounce. 
  In other words, the number of milligrams of a particular metal found in a sample of this size gives the number of troy ounces contained in a short or long ton of ore.
"
"http://qudt.org/vocab/unit/ATM_T-PER-M","Technical Atmosphere per Meter","http://qudt.org/vocab/dimensionvector/A0E0L-2I0M1H0T-2D0",98066.5,NA,"
  The unit $\textit{technical atmosphere per metre}$ is the pressure which is generated by a 10 metre water
   column divided by the SI base unit metre.
"
"http://qudt.org/vocab/unit/AttoA","Attoampér","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T0D0",0,NA,"
  An $\textit{AttoAmpere}$ is 0.000000000000000001-fold of the unit ampere
"
"http://qudt.org/vocab/unit/AttoC","Attoculombio","http://qudt.org/vocab/dimensionvector/A0E1L0I0M0H0T1D0",0,NA,"
  An $\textit{AttoColomb}$ is $10^{-18} C$, where $C$ is the unit for $Colomb$.
"
"http://qudt.org/vocab/unit/AttoFARAD","Attofaradio","http://qudt.org/vocab/dimensionvector/A0E2L-2I0M-1H0T4D0",0,NA,"
  The $\textit{AttoFarad}$ is 0,000 000 000 000 000 001-fold of the SI derived unit $farad$.
"
"http://qudt.org/vocab/unit/AttoJ","Attodżul","http://qudt.org/vocab/dimensionvector/A0E0L2I0M1H0T-2D0",0,NA,"
  The $\textit{AttoJoule}$ is 0,000 000 000 000 000 001-fold of the derived SI unit $joule$.
"
"http://qudt.org/vocab/unit/AttoJ-SEC","Attodżul Sekunda","http://qudt.org/vocab/dimensionvector/A0E0L2I0M1H0T-1D0",0,NA,"
  The $\textit{AttoJoule Second}$ is the unit for the Planck's constant as product of the SI derived unit joule and the SI base unit second.
"
"http://qudt.org/vocab/unit/AttoSEC","Attosegundo","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T1D0",0,NA,"
  An $\textit{AttoSecond}$ is 0.000000000000000001-fold of the SI base unit $second$.
"
"http://qudt.org/vocab/unit/AU","Astronomical-unit","http://qudt.org/vocab/dimensionvector/A0E0L1I0M0H0T0D0",149597870691.6,NA,"
  An $\textit{astronomical unit}$, abbreviated as $AU$, $au$, $a.u.$, or $ua$ is a unit of length equal
   to $149,597,870,700\, metres$ ($92,955,807.273\, mi$) or approximately the mean Earth Sun distance.
"
"http://qudt.org/vocab/unit/AWG","American Wire Gage","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",0,NA,"
  The unit for $\textit{American Wire Gage}$, symbol $AWG$, is for the standard nominal diameters and cross-sectional areas of American Wire Gage sizes of solid round wires used as electrical conductors.
"
"http://qudt.org/vocab/unit/B","Belio","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",0,NA,"
  The $\textit{Bel}$ is a logarithmic unit of sound pressure equal to 10 decibels (dB). 
  It is defined as: $1 B = (1/2) \log_{10}(Np)$
"
"http://qudt.org/vocab/unit/B-PER-M","Bel per Meter","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M0H0T0D0",0,NA,"
  The $\textit{Bel}$ is the unit $\textit{Bel}$ divided by the SI base unit metre/
"
"http://qudt.org/vocab/unit/BAN","Ban","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",2.30258509,NA,"
  A $\textit{ban}$ is a logarithmic unit which measures information or entropy,
   based on base 10 logarithms and powers of 10, rather than the powers of 2
   and base 2 logarithms which define the bit. 
  One $\textit{ban}$ is approximately $3.32 (log_2 10) bits$.
"
"http://qudt.org/vocab/unit/BAR","Bar","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",1e+05,NA,"
  The $\textit{bar}$ is a non-SI unit of pressure, defined by the IUPAC as exactly equal
   to $100,000\,Pa$. 
  It is about equal to the atmospheric pressure on Earth at sea level, and since 1982
   the IUPAC has recommended that the standard for atmospheric pressure should be
   harmonized to $100,000\,Pa = 1 \,bar \approx 750.0616827\, Torr$. 
  Units derived from the bar are the megabar (symbol: $Mbar$), kilobar (symbol: $kbar$),
   decibar (symbol: $dbar$), centibar (symbol: $cbar$), and millibar (symbol: $mbar$ or $mb$). 
  They are not SI or cgs units, but they are accepted for use with the SI.
"
"http://qudt.org/vocab/unit/BAR-L-PER-SEC","Bar Liter per Second","http://qudt.org/vocab/dimensionvector/A0E0L2I0M1H0T-3D0",100,NA,"
  The unit $\textit{Bar Litre Per Second}$ is the product of the unit $bar$ and
   the unit $litre$ divided by the SI base unit for second.
"
"http://qudt.org/vocab/unit/BAR-M3-PER-SEC","Bar Cubic Meter per Second","http://qudt.org/vocab/dimensionvector/A0E0L2I0M1H0T-3D0",1e+05,"product out of the 0.001-fold of the unit bar and the power of the SI base unit metre with the exponent 3 divided by the SI base unit second",NA
"http://qudt.org/vocab/unit/BAR-PER-BAR","Bar per Bar","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",1,"pressure relation consisting of the unit bar divided by the unit bar",NA
"http://qudt.org/vocab/unit/BAR-PER-DEG_C","Bar per Degree Celsius","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H-1T-2D0",1e+05,"unit bar divided by the unit °Celsius",NA
"http://qudt.org/vocab/unit/BAR-PER-K","Bar per Kelvin","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H-1T-2D0",1e+05,"unit with the name bar divided by the SI base unit kelvin",NA
"http://qudt.org/vocab/unit/BAR_A","Bar Absolute","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",1e+05,NA,"The same as a Bar, however the Absolute is added when there is a mixture of gauge and absolute measurements to ensure there is a clear distinction"
"http://qudt.org/vocab/unit/BARAD","Barad","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",0.1,NA,"A barad is a dyne per square centimetre ($dyn \cdot cm^{-2}$), and is equal to $0.1 Pa $ ($1 \, micro \, bar$, $0.000014504 \, p.s.i.$). Note that this is precisely the microbar, the confusable bar being related in size to the normal atmospheric pressure, at $100\,dyn \cdot cm^{-2}$. Accordingly barad was not abbreviated, so occurs prefixed as in $cbarad = centibarad$. Despite being the coherent unit for pressure in c.g.s., barad was probably much less common than the non-coherent bar. Barad is sometimes called $barye$, a name also used for $bar$."
"http://qudt.org/vocab/unit/BARN","Barn","http://qudt.org/vocab/dimensionvector/A0E0L2I0M0H0T0D0",0,NA,"A barn (symbol b) is a unit of area. Originally used in nuclear physics for expressing the cross sectional area of nuclei and nuclear reactions, today it is used in all fields of high energy physics to express the cross sections of any scattering process, and is best understood as a measure of the probability of interaction between small particles. A barn is defined as $10^{-28} m^2 (100 fm^2)$ and is approximately the cross sectional area of a uranium nucleus. The barn is also the unit of area used in nuclear quadrupole resonance and nuclear magnetic resonance to quantify the interaction of a nucleus with an electric field gradient. While the barn is not an SI unit, it is accepted for use with the SI due to its continued use in particle physics."
"http://qudt.org/vocab/unit/BARN-PER-EV","Barn per Electron Volt","http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T2D0",6.241509e-10,"unit for the representation of the cross section barn divided by the unit of the energy electronvolt which is used for the atomic physics, nuclear physics and particle physics",NA
"http://qudt.org/vocab/unit/BARN-PER-SR","Barn per Steradian","http://qudt.org/vocab/dimensionvector/A0E0L2I0M0H0T0D0",0,"unit for the representation of the cross section barn divided by the unit of the solid angle steradian",NA
"http://qudt.org/vocab/unit/BARN-PER-SR-EV","Barn per Steradian Electron Volt","http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T2D0",6.241509e-10,"unit for the representation of the cross section barn divided by the product of the unit of the solid angle steradian and the unit of the energy electronvolt which is used for the atomic physics, nuclear physics and particle physics",NA
"http://qudt.org/vocab/unit/BARYE","Barye","http://qudt.org/vocab/dimensionvector/A0E0L-1I0M1H0T-2D0",0.1,"<p>The barye, or sometimes barad, barrie, bary, baryd, baryed, or barie, is the centimetre-gram-second (CGS) unit of pressure. It is equal to 1 dyne per square centimetre.</p>",NA
"http://qudt.org/vocab/unit/BasePair","Base Pair","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",1,"DNA sequence length in numbers of base pairs. One bp corresponds to approximately 3.4 Å (340 pm)[23] of length along the strand, and to roughly 618 or 643 daltons for DNA and RNA respectively.",NA
"http://qudt.org/vocab/unit/BAUD","Baud","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1",1,"unit for the symbol rate in communications engineering and telecommunication, at which 1 baud corresponds to the speed, at which 1 symbol (defined measurable signal change in the physical exchange medium) will be exchanged per second",NA
"http://qudt.org/vocab/unit/BBL","Barrel","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",0.1589873,"A barrel is one of several units of volume, with dry barrels, fluid barrels (UK beer barrel, U.S. beer barrel), oil barrel, etc. The volume of some barrel units is double others, with various volumes in the range of about 100-200 litres (22-44 imp gal; 26-53 US gal).",NA
"http://qudt.org/vocab/unit/BBL_UK_PET","Barrel (UK Petroleum)","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",0.1591132,"unit of the volume for crude oil according to the Imperial system of units",NA
"http://qudt.org/vocab/unit/BBL_UK_PET-PER-DAY","Barrel (UK Petroleum) per Day","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",1.84158796296e-06,"unit of the volume barrel (UK petroleum) for crude oil according to the Imperial system of units divided by the unit day",NA
"http://qudt.org/vocab/unit/BBL_UK_PET-PER-HR","Barrel (UK Petroleum) per Hour","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",4.419811111111e-05,"unit of the volume barrel (UK petroleum) for crude oil according to the Imperial system of units divided by the unit hour",NA
"http://qudt.org/vocab/unit/BBL_UK_PET-PER-MIN","Barrel (UK Petroleum) per Minute","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",0.00265188666666666,"unit of the volume barrel (UK petroleum) for crude oil according to the Imperial system of units divided by the unit minute",NA
"http://qudt.org/vocab/unit/BBL_UK_PET-PER-SEC","Barrel (UK Petroleum) per Second","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",0.1591132,"unit of the volume barrel (UK petroleum) for crude oil according to the Imperial system of units divided by the SI base unit second",NA
"http://qudt.org/vocab/unit/BBL_US","Barrel (US)","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T0D0",0.1589873,"unit of the volume for crude oil according to the Anglo-American system of units",NA
"http://qudt.org/vocab/unit/BBL_US-PER-DAY","Barrel (US) per Day","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",1.84013078703e-06,"unit of the volume barrel (US petroleum) for crude oil according to the Anglo-American system of units divided by the unit day",NA
"http://qudt.org/vocab/unit/BBL_US-PER-MIN","Barrel (US) per Minute","http://qudt.org/vocab/dimensionvector/A0E0L3I0M0H0T-1D0",0.00264978833333333,"unit of the volume barrel (US petroleum) for crude oil according to the Anglo-American system of units divided by the unit minute",NA
