"qudtUri","ucumCode"
"http://qudt.org/vocab/unit/CCY_USD",NA
"http://qudt.org/vocab/unit/CCY_USDT",NA
"http://qudt.org/vocab/unit/CCY_USN",NA
"http://qudt.org/vocab/unit/CCY_USS",NA
"http://qudt.org/vocab/unit/CCY_UYU",NA
"http://qudt.org/vocab/unit/CCY_UZS",NA
"http://qudt.org/vocab/unit/CCY_VES",NA
"http://qudt.org/vocab/unit/CCY_VND",NA
"http://qudt.org/vocab/unit/CCY_VUV",NA
"http://qudt.org/vocab/unit/CCY_WST",NA
"http://qudt.org/vocab/unit/CCY_XAF",NA
"http://qudt.org/vocab/unit/CCY_XAG","[oz_tr]{Ag}"
"http://qudt.org/vocab/unit/CCY_XAU","[oz_tr]{Au}"
"http://qudt.org/vocab/unit/CCY_XBA",NA
"http://qudt.org/vocab/unit/CCY_XBB",NA
"http://qudt.org/vocab/unit/CCY_XBC",NA
"http://qudt.org/vocab/unit/CCY_XBD",NA
"http://qudt.org/vocab/unit/CCY_XCD",NA
"http://qudt.org/vocab/unit/CCY_XDR",NA
"http://qudt.org/vocab/unit/CCY_XFO",NA
"http://qudt.org/vocab/unit/CCY_XFU",NA
"http://qudt.org/vocab/unit/CCY_XOF",NA
"http://qudt.org/vocab/unit/CCY_XPD","[oz_tr]{Pd}"
"http://qudt.org/vocab/unit/CCY_XPF",NA
"http://qudt.org/vocab/unit/CCY_XPT","[oz_tr]{Pt}"
"http://qudt.org/vocab/unit/CCY_YER",NA
"http://qudt.org/vocab/unit/CCY_ZAR",NA
"http://qudt.org/vocab/unit/CCY_ZMW",NA
"http://qudt.org/vocab/unit/CCY_ZWL",NA
"http://qudt.org/vocab/unit/CD","cd"
"http://qudt.org/vocab/unit/CD-PER-FT2","cd.[ft_i]-2"
"http://qudt.org/vocab/unit/CD-PER-IN2","cd.[in_i]-2"
"http://qudt.org/vocab/unit/CD-PER-KiloLM","cd.klm-1"
"http://qudt.org/vocab/unit/CD-PER-LM","cd.lm-1"
"http://qudt.org/vocab/unit/CD-PER-M2","cd.m-2"
"http://qudt.org/vocab/unit/CD_IN",NA
"http://qudt.org/vocab/unit/CentiBAR","cbar"
"http://qudt.org/vocab/unit/CentiC","cC"
"http://qudt.org/vocab/unit/CentiGM","cg"
"http://qudt.org/vocab/unit/CentiGRAY","cGy"
"http://qudt.org/vocab/unit/CentiL","cL"
"http://qudt.org/vocab/unit/CentiM","cm"
"http://qudt.org/vocab/unit/CentiM-PER-BAR","cm.bar-1"
"http://qudt.org/vocab/unit/CentiM-PER-HR","cm.h-1"
"http://qudt.org/vocab/unit/CentiM-PER-K","cm.K-1"
"http://qudt.org/vocab/unit/CentiM-PER-KiloYR","cm.ka-1"
"http://qudt.org/vocab/unit/CentiM-PER-SEC","cm.s-1"
"http://qudt.org/vocab/unit/CentiM-PER-SEC-BAR","cm.s-1.bar-1"
"http://qudt.org/vocab/unit/CentiM-PER-SEC-K","cm.s-1.K-1"
"http://qudt.org/vocab/unit/CentiM-PER-SEC2","cm.s-2"
"http://qudt.org/vocab/unit/CentiM-PER-YR","cm.a-1"
"http://qudt.org/vocab/unit/CentiM-SEC-DEG_C","cm.s.Cel"
"http://qudt.org/vocab/unit/CentiM_H2O","cm[H2O]"
"http://qudt.org/vocab/unit/CentiM_H2O_4DEG_C",NA
"http://qudt.org/vocab/unit/CentiM_HG","cm[Hg]"
"http://qudt.org/vocab/unit/CentiM_HG_0DEG_C",NA
"http://qudt.org/vocab/unit/CentiM2","cm2"
"http://qudt.org/vocab/unit/CentiM2-MIN","cm2.min"
"http://qudt.org/vocab/unit/CentiM2-PER-CentiM3","cm2.cm-3"
"http://qudt.org/vocab/unit/CentiM2-PER-ERG","cm2.erg-1"
"http://qudt.org/vocab/unit/CentiM2-PER-GM","cm2.g-1"
"http://qudt.org/vocab/unit/CentiM2-PER-SEC","cm2.s-1"
"http://qudt.org/vocab/unit/CentiM2-PER-SR-ERG","cm2.sr-1.erg-1"
"http://qudt.org/vocab/unit/CentiM2-PER-V-SEC","cm2.V-1.s-1"
"http://qudt.org/vocab/unit/CentiM2-SEC","cm2.s"
"http://qudt.org/vocab/unit/CentiM3","cm3"
"http://qudt.org/vocab/unit/CentiM3-PER-BAR","cm3.bar-1"
"http://qudt.org/vocab/unit/CentiM3-PER-CentiM3","cm3.cm-3"
"http://qudt.org/vocab/unit/CentiM3-PER-DAY","cm3.d-1"
"http://qudt.org/vocab/unit/CentiM3-PER-DAY-BAR","cm3.d-1.bar-1"
"http://qudt.org/vocab/unit/CentiM3-PER-DAY-K","cm3.d-1.K-1"
"http://qudt.org/vocab/unit/CentiM3-PER-GM","cm3.g-1"
"http://qudt.org/vocab/unit/CentiM3-PER-HR","cm3.h-1"
"http://qudt.org/vocab/unit/CentiM3-PER-HR-BAR","cm3.h-1.bar-1"
"http://qudt.org/vocab/unit/CentiM3-PER-HR-K","cm3.h-1.K-1"
"http://qudt.org/vocab/unit/CentiM3-PER-K","cm3.K-1"
"http://qudt.org/vocab/unit/CentiM3-PER-M3","cm3.m-3"
"http://qudt.org/vocab/unit/CentiM3-PER-MIN","cm3.min-1"
"http://qudt.org/vocab/unit/CentiM3-PER-MIN-BAR","cm3.min-1.bar-1"
"http://qudt.org/vocab/unit/CentiM3-PER-MIN-K","cm3.min-1.K-1"
"http://qudt.org/vocab/unit/CentiM3-PER-MOL","cm3.mol-1"
"http://qudt.org/vocab/unit/CentiM3-PER-MOL-SEC","cm3.mol-1.s-1"
"http://qudt.org/vocab/unit/CentiM3-PER-SEC","cm3.s-1"
"http://qudt.org/vocab/unit/CentiM3-PER-SEC-BAR","cm3.s-1.bar-1"
"http://qudt.org/vocab/unit/CentiM3-PER-SEC-K","cm3.s-1.K-1"
"http://qudt.org/vocab/unit/CentiM4","cm4"
"http://qudt.org/vocab/unit/CentiM6","cm6"
"http://qudt.org/vocab/unit/CentiMOL","cmol"
"http://qudt.org/vocab/unit/CentiMOL-PER-KiloGM","cmol.kg-1"
"http://qudt.org/vocab/unit/CentiMOL-PER-L","cmol.L-1"
"http://qudt.org/vocab/unit/CentiN","cN"
"http://qudt.org/vocab/unit/CentiN-M","cN.m"
"http://qudt.org/vocab/unit/CentiN-M-PER-M2","cN.m.m-2"
"http://qudt.org/vocab/unit/CentiPOISE","cP"
"http://qudt.org/vocab/unit/CentiPOISE-PER-BAR","cP.bar-1"
"http://qudt.org/vocab/unit/CentiPOISE-PER-K","cP.K-1"
"http://qudt.org/vocab/unit/CentiST","cSt"
"http://qudt.org/vocab/unit/CH","[ch_br]"
"http://qudt.org/vocab/unit/CHAIN_US",NA
"http://qudt.org/vocab/unit/CHF-PER-KiloGM",NA
"http://qudt.org/vocab/unit/Ci","Ci"
"http://qudt.org/vocab/unit/CI","Ci"
"http://qudt.org/vocab/unit/CI-PER-KiloGM","Ci.kg-1"
"http://qudt.org/vocab/unit/CLO",NA
"http://qudt.org/vocab/unit/CM_H2O",NA
"http://qudt.org/vocab/unit/CORD","[crd_us]"
"http://qudt.org/vocab/unit/COUNT",NA
"http://qudt.org/vocab/unit/CP",NA
"http://qudt.org/vocab/unit/CUP","[cup_us]"
"http://qudt.org/vocab/unit/CUP_US","[cup_us]"
"http://qudt.org/vocab/unit/CWT_LONG","[lcwt_av]"
"http://qudt.org/vocab/unit/CWT_SHORT","[scwt_av]"
"http://qudt.org/vocab/unit/CYC",NA
"http://qudt.org/vocab/unit/CYC-PER-SEC",NA
"http://qudt.org/vocab/unit/Da","u"
"http://qudt.org/vocab/unit/DA","u"
"http://qudt.org/vocab/unit/DARCY",NA
"http://qudt.org/vocab/unit/DAY","d"
"http://qudt.org/vocab/unit/DAY-PER-NUM","d.{#}-1"
"http://qudt.org/vocab/unit/DAY_Sidereal",NA
"http://qudt.org/vocab/unit/DEATHS",NA
"http://qudt.org/vocab/unit/DEATHS-PER-KiloINDIV-YR",NA
"http://qudt.org/vocab/unit/DEATHS-PER-MegaINDIV-YR",NA
"http://qudt.org/vocab/unit/Debye",NA
"http://qudt.org/vocab/unit/DEBYE",NA
"http://qudt.org/vocab/unit/DecaARE","daar"
"http://qudt.org/vocab/unit/DecaC","daC"
"http://qudt.org/vocab/unit/DECADE",NA
"http://qudt.org/vocab/unit/DecaGM","dag"
"http://qudt.org/vocab/unit/DecaK","daK"
"http://qudt.org/vocab/unit/DecaL","daL"
"http://qudt.org/vocab/unit/DecaM","dam"
"http://qudt.org/vocab/unit/DecaM3","dam3"
"http://qudt.org/vocab/unit/DecaPA","daPa"
"http://qudt.org/vocab/unit/DecaPOISE","daP"
"http://qudt.org/vocab/unit/DeciB","dB"
"http://qudt.org/vocab/unit/DeciB-MilliW","dB.mW"
"http://qudt.org/vocab/unit/DeciB-MilliW-PER-MegaHZ","dB.mW.MHz-1"
"http://qudt.org/vocab/unit/DeciB-PER-KiloM","dB.km-1"
"http://qudt.org/vocab/unit/DeciB-PER-M","dB.m-1"
"http://qudt.org/vocab/unit/DeciB-W","dB.W"
"http://qudt.org/vocab/unit/DeciB_A",NA
"http://qudt.org/vocab/unit/DeciB_C",NA
"http://qudt.org/vocab/unit/DeciB_ISO",NA
"http://qudt.org/vocab/unit/DeciB_M",NA
"http://qudt.org/vocab/unit/DeciB_Z",NA
"http://qudt.org/vocab/unit/DeciBAR","dbar"
"http://qudt.org/vocab/unit/DeciBAR-PER-YR","dbar.a-1"
"http://qudt.org/vocab/unit/DeciC","dC"
"http://qudt.org/vocab/unit/DeciGM","dg"
"http://qudt.org/vocab/unit/DeciL","dL"
"http://qudt.org/vocab/unit/DeciL-PER-GM","dL.g-1"
"http://qudt.org/vocab/unit/DeciM","dm"
"http://qudt.org/vocab/unit/DeciM2","dm2"
"http://qudt.org/vocab/unit/DeciM3","dm3"
"http://qudt.org/vocab/unit/DeciM3-PER-DAY","dm3.d-1"
"http://qudt.org/vocab/unit/DeciM3-PER-HR","dm3.h-1"
"http://qudt.org/vocab/unit/DeciM3-PER-KiloGM","dm3.kg-1"
"http://qudt.org/vocab/unit/DeciM3-PER-M3","dm3.m-3"
"http://qudt.org/vocab/unit/DeciM3-PER-MIN","dm3.min-1"
"http://qudt.org/vocab/unit/DeciM3-PER-MOL","dm3.mol-1"
"http://qudt.org/vocab/unit/DeciM3-PER-SEC","dm3.s-1"
"http://qudt.org/vocab/unit/DeciN","dN"
"http://qudt.org/vocab/unit/DeciN-M","dN.m"
"http://qudt.org/vocab/unit/DeciS","dS"
"http://qudt.org/vocab/unit/DeciS-PER-M","dS.m-1"
"http://qudt.org/vocab/unit/DeciSEC","ds"
"http://qudt.org/vocab/unit/DeciTON_Metric","dt"
"http://qudt.org/vocab/unit/DeciTONNE","dt"
"http://qudt.org/vocab/unit/DEG","deg"
"http://qudt.org/vocab/unit/DEG-PER-HR","deg.h-1"
"http://qudt.org/vocab/unit/DEG-PER-M","deg.m-1"
"http://qudt.org/vocab/unit/DEG-PER-MIN","deg.min-1"
"http://qudt.org/vocab/unit/DEG-PER-SEC","deg.s-1"
"http://qudt.org/vocab/unit/DEG-PER-SEC2","deg.s-2"
"http://qudt.org/vocab/unit/DEG_C","Cel"
"http://qudt.org/vocab/unit/DEG_C-CentiM","Cel.cm"
"http://qudt.org/vocab/unit/DEG_C-DAY","Cel.d"
"http://qudt.org/vocab/unit/DEG_C-HR","Cel.h"
"http://qudt.org/vocab/unit/DEG_C-KiloGM-PER-M2","Cel.kg.m-2"
"http://qudt.org/vocab/unit/DEG_C-PER-BAR","Cel.bar-1"
"http://qudt.org/vocab/unit/DEG_C-PER-HR","Cel.h-1"
"http://qudt.org/vocab/unit/DEG_C-PER-K","Cel.K-1"
"http://qudt.org/vocab/unit/DEG_C-PER-M","Cel.m-1"
"http://qudt.org/vocab/unit/DEG_C-PER-MIN","Cel.min-1"
"http://qudt.org/vocab/unit/DEG_C-PER-SEC","Cel.s-1"
"http://qudt.org/vocab/unit/DEG_C-PER-YR","Cel.a-1"
"http://qudt.org/vocab/unit/DEG_C-WK","Cel.wk"
"http://qudt.org/vocab/unit/DEG_C_GROWING_CEREAL",NA
"http://qudt.org/vocab/unit/DEG_C_GROWING_CEREAL-DAY",NA
"http://qudt.org/vocab/unit/DEG_C2","Cel2"
"http://qudt.org/vocab/unit/DEG_C2-PER-SEC","Cel2.s-1"
"http://qudt.org/vocab/unit/DEG_F","[degF]"
"http://qudt.org/vocab/unit/DEG_F-DAY","[degF].d"
"http://qudt.org/vocab/unit/DEG_F-HR","[degF].h"
"http://qudt.org/vocab/unit/DEG_F-HR-FT2-PER-BTU_IT","[degF].h.[ft_i]2.[Btu_IT]-1"
"http://qudt.org/vocab/unit/DEG_F-HR-FT2-PER-BTU_IT-IN","[degF].h.[ft_i]2.[Btu_IT]-1.[in_i]-1"
"http://qudt.org/vocab/unit/DEG_F-HR-FT2-PER-BTU_TH","[degF].h.[ft_i]2.[Btu_th]-1"
"http://qudt.org/vocab/unit/DEG_F-HR-FT2-PER-BTU_TH-IN","[degF].h.[ft_i]2.[Btu_th]-1.[in_i]-1"
"http://qudt.org/vocab/unit/DEG_F-HR-PER-BTU_IT","[degF].h.[Btu_IT]-1"
"http://qudt.org/vocab/unit/DEG_F-HR-PER-BTU_TH","[degF].h.[Btu_th]-1"
"http://qudt.org/vocab/unit/DEG_F-PER-BAR","[degF].bar-1"
"http://qudt.org/vocab/unit/DEG_F-PER-HR","[degF].h-1"
"http://qudt.org/vocab/unit/DEG_F-PER-K","[degF].K-1"
"http://qudt.org/vocab/unit/DEG_F-PER-MIN","[degF].min-1"
"http://qudt.org/vocab/unit/DEG_F-PER-SEC","[degF].s-1"
"http://qudt.org/vocab/unit/DEG_F-PER-SEC2","[degF].s-2"
"http://qudt.org/vocab/unit/DEG_F-SEC-PER-BTU_IT","[degF].s.[Btu_IT]-1"
"http://qudt.org/vocab/unit/DEG_F-SEC-PER-BTU_TH","[degF].s.[Btu_th]-1"
"http://qudt.org/vocab/unit/DEG_R","[degR]"
"http://qudt.org/vocab/unit/DEG_R-PER-HR","[degR].h-1"
"http://qudt.org/vocab/unit/DEG_R-PER-MIN","[degR].min-1"
"http://qudt.org/vocab/unit/DEG_R-PER-SEC","[degR].s-1"
"http://qudt.org/vocab/unit/DEG2","deg2"
"http://qudt.org/vocab/unit/DEGREE_API",NA
"http://qudt.org/vocab/unit/DEGREE_BALLING",NA
"http://qudt.org/vocab/unit/DEGREE_BAUME",NA
"http://qudt.org/vocab/unit/DEGREE_BAUME_US_HEAVY",NA
"http://qudt.org/vocab/unit/DEGREE_BAUME_US_LIGHT",NA
"http://qudt.org/vocab/unit/DEGREE_BRIX",NA
"http://qudt.org/vocab/unit/DEGREE_OECHSLE",NA
"http://qudt.org/vocab/unit/DEGREE_PLATO",NA
"http://qudt.org/vocab/unit/DEGREE_TWADDELL",NA
"http://qudt.org/vocab/unit/Denier","[den]"
"http://qudt.org/vocab/unit/DENIER","[den]"
"http://qudt.org/vocab/unit/DIOPTER","[diop]"
"http://qudt.org/vocab/unit/DPI","{dot}/[in_i]"
"http://qudt.org/vocab/unit/DRAM_UK","[dr_ap]"
"http://qudt.org/vocab/unit/DRAM_US","[dr_av]"
"http://qudt.org/vocab/unit/DWT","[pwt_tr]"
"http://qudt.org/vocab/unit/DYN","dyn"
"http://qudt.org/vocab/unit/DYN-CentiM","dyn.cm"
"http://qudt.org/vocab/unit/DYN-M","dyn.m"
"http://qudt.org/vocab/unit/DYN-PER-CentiM","dyn.cm-1"
"http://qudt.org/vocab/unit/DYN-PER-CentiM2","dyn.cm-2"
"http://qudt.org/vocab/unit/DYN-SEC-PER-CentiM","dyn.s.cm-1"
"http://qudt.org/vocab/unit/DYN-SEC-PER-CentiM3","dyn.s.cm-3"
"http://qudt.org/vocab/unit/DYN-SEC-PER-CentiM5","dyn.s.cm-5"
"http://qudt.org/vocab/unit/E","[e]"
"http://qudt.org/vocab/unit/E_h",NA
"http://qudt.org/vocab/unit/EarthMass",NA
"http://qudt.org/vocab/unit/ElementaryCharge","[e]"
"http://qudt.org/vocab/unit/ENZ",NA
"http://qudt.org/vocab/unit/ENZ-PER-L",NA
"http://qudt.org/vocab/unit/EQ","EQ"
"http://qudt.org/vocab/unit/ERG","erg"
"http://qudt.org/vocab/unit/ERG-CentiM2","erg.cm2"
"http://qudt.org/vocab/unit/ERG-CentiM2-PER-GM","erg.cm2.g-1"
"http://qudt.org/vocab/unit/ERG-PER-CentiM","erg.cm-1"
"http://qudt.org/vocab/unit/ERG-PER-CentiM2","erg.cm-2"
"http://qudt.org/vocab/unit/ERG-PER-CentiM2-SEC","erg.cm-2.s-1"
"http://qudt.org/vocab/unit/ERG-PER-CentiM3","erg.cm-3"
"http://qudt.org/vocab/unit/ERG-PER-GM","erg.g-1"
"http://qudt.org/vocab/unit/ERG-PER-GM-SEC","erg.g-1.s-1"
"http://qudt.org/vocab/unit/ERG-PER-SEC","erg.s-1"
"http://qudt.org/vocab/unit/ERG-SEC","erg.s"
"http://qudt.org/vocab/unit/ERLANG",NA
"http://qudt.org/vocab/unit/EV","eV"
"http://qudt.org/vocab/unit/EV-M2","eV.m2"
"http://qudt.org/vocab/unit/EV-M2-PER-KiloGM","eV.m2.kg-1"
"http://qudt.org/vocab/unit/EV-PER-ANGSTROM","eV.Ao-1"
"http://qudt.org/vocab/unit/EV-PER-K","eV.K-1"
"http://qudt.org/vocab/unit/EV-PER-M","eV.m-1"
"http://qudt.org/vocab/unit/EV-PER-T","eV.T-1"
"http://qudt.org/vocab/unit/EV-SEC","eV.s"
"http://qudt.org/vocab/unit/ExaBIT","Ebit"
"http://qudt.org/vocab/unit/ExaBIT-PER-SEC","Ebit.s-1"
"http://qudt.org/vocab/unit/ExaBYTE","EBy"
"http://qudt.org/vocab/unit/ExaC","EC"
"http://qudt.org/vocab/unit/ExaJ","EJ"
"http://qudt.org/vocab/unit/ExaJ-PER-SEC","EJ.s-1"
"http://qudt.org/vocab/unit/ExaV","EV"
"http://qudt.org/vocab/unit/ExaV-A","EV.A"
"http://qudt.org/vocab/unit/ExaVA","EVA"
"http://qudt.org/vocab/unit/ExaW","EW"
"http://qudt.org/vocab/unit/ExbiBIT",NA
"http://qudt.org/vocab/unit/ExbiBIT-PER-M",NA
"http://qudt.org/vocab/unit/ExbiBIT-PER-M2",NA
"http://qudt.org/vocab/unit/ExbiBIT-PER-M3",NA
"http://qudt.org/vocab/unit/ExbiBYTE",NA
"http://qudt.org/vocab/unit/F",NA
"http://qudt.org/vocab/unit/FA",NA
"http://qudt.org/vocab/unit/failures-in-time","s-1{failures}"
"http://qudt.org/vocab/unit/FARAD","F"
"http://qudt.org/vocab/unit/FARAD-PER-KiloM","F.km-1"
"http://qudt.org/vocab/unit/FARAD-PER-M","F.m-1"
"http://qudt.org/vocab/unit/FARAD_Ab","GF"
"http://qudt.org/vocab/unit/FARAD_Ab-PER-CentiM","GF.cm-1"
"http://qudt.org/vocab/unit/FARAD_Stat",NA
"http://qudt.org/vocab/unit/FATH","[fth_i]"
"http://qudt.org/vocab/unit/FBM","[bf_i]"
"http://qudt.org/vocab/unit/FC",NA
"http://qudt.org/vocab/unit/FemtoA","fA"
"http://qudt.org/vocab/unit/FemtoC","fC"
"http://qudt.org/vocab/unit/FemtoFARAD","fF"
"http://qudt.org/vocab/unit/FemtoGM","fg"
"http://qudt.org/vocab/unit/FemtoGM-PER-KiloGM","fg.kg-1"
"http://qudt.org/vocab/unit/FemtoGM-PER-L","fg.L-1"
"http://qudt.org/vocab/unit/FemtoJ","fJ"
"http://qudt.org/vocab/unit/FemtoL","fL"
"http://qudt.org/vocab/unit/FemtoM","fm"
"http://qudt.org/vocab/unit/FemtoMOL","fmol"
"http://qudt.org/vocab/unit/FemtoMOL-PER-KiloGM","fmol.kg-1"
"http://qudt.org/vocab/unit/FemtoMOL-PER-L","fmol.L-1"
"http://qudt.org/vocab/unit/FemtoSEC","fs"
"http://qudt.org/vocab/unit/FemtoV","fV"
"http://qudt.org/vocab/unit/FLIGHT",NA
"http://qudt.org/vocab/unit/FLOPS",NA
"http://qudt.org/vocab/unit/FM",NA
"http://qudt.org/vocab/unit/FR",NA
"http://qudt.org/vocab/unit/FRACTION","{fraction}"
"http://qudt.org/vocab/unit/FRAME",NA
"http://qudt.org/vocab/unit/FRAME-PER-SEC","s-1{frame}"
"http://qudt.org/vocab/unit/FT","[ft_i]"
"http://qudt.org/vocab/unit/FT-HR-PER-GAL_UK","[ft_i].h.[gal_br]-1"
"http://qudt.org/vocab/unit/FT-HR-PER-GAL_US","[ft_i].h.[gal_us]-1"
"http://qudt.org/vocab/unit/FT-HR-PER-IN3","[ft_i].h.[in_i]-3"
"http://qudt.org/vocab/unit/FT-LB_F","[ft_i].[lbf_av]"
"http://qudt.org/vocab/unit/FT-LB_F-PER-FT2","[ft_i].[lbf_av].[ft_i]-2"
"http://qudt.org/vocab/unit/FT-LB_F-PER-FT2-SEC","[ft_i].[lbf_av].[ft_i]-2.s-1"
"http://qudt.org/vocab/unit/FT-LB_F-PER-HR","[ft_i].[lbf_av].h-1"
"http://qudt.org/vocab/unit/FT-LB_F-PER-M2","[ft_i].[lbf_av].m-2"
"http://qudt.org/vocab/unit/FT-LB_F-PER-MIN","[ft_i].[lbf_av].min-1"
"http://qudt.org/vocab/unit/FT-LB_F-PER-SEC","[ft_i].[lbf_av].s-1"
"http://qudt.org/vocab/unit/FT-LB_F-SEC","[ft_i].[lbf_av].s"
"http://qudt.org/vocab/unit/FT-PDL","[ft_i].[lb_av].[ft_i].s-2"
"http://qudt.org/vocab/unit/FT-PER-DAY","[ft_i].d-1"
"http://qudt.org/vocab/unit/FT-PER-DEG_F","[ft_i].[degF]-1"
"http://qudt.org/vocab/unit/FT-PER-HR","[ft_i].h-1"
"http://qudt.org/vocab/unit/FT-PER-MIN","[ft_i].min-1"
"http://qudt.org/vocab/unit/FT-PER-PSI","[ft_i].[psi]-1"
"http://qudt.org/vocab/unit/FT-PER-SEC","[ft_i].s-1"
"http://qudt.org/vocab/unit/FT-PER-SEC-DEG_F","[ft_i].s-1.[degF]-1"
"http://qudt.org/vocab/unit/FT-PER-SEC-PSI","[ft_i].s-1.[psi]-1"
"http://qudt.org/vocab/unit/FT-PER-SEC2","[ft_i].s-2"
"http://qudt.org/vocab/unit/FT-SEC-PER-GAL_UK","[ft_i].s.[gal_br]-1"
"http://qudt.org/vocab/unit/FT-SEC-PER-GAL_US","[ft_i].s.[gal_us]-1"
"http://qudt.org/vocab/unit/FT-SEC-PER-IN3","[ft_i].s.[in_i]-3"
"http://qudt.org/vocab/unit/FT_H2O","[ft_i'H2O]"
"http://qudt.org/vocab/unit/FT_H2O_39dot2DEG_F",NA
"http://qudt.org/vocab/unit/FT_HG","[ft_i'Hg]"
"http://qudt.org/vocab/unit/FT_US","[ft_us]"
"http://qudt.org/vocab/unit/FT2","[ft_i]2"
"http://qudt.org/vocab/unit/FT2-DEG_F","[ft_i]2.[degF]"
"http://qudt.org/vocab/unit/FT2-HR-DEG_F","[ft_i]2.h.[degF]"
"http://qudt.org/vocab/unit/FT2-HR-DEG_F-PER-BTU_IT","[ft_i]2.h.[degF].[Btu_IT]-1"
"http://qudt.org/vocab/unit/FT2-PER-BTU_IT-IN","[ft_i]2.[Btu_IT]-1.[in_i]-1"
"http://qudt.org/vocab/unit/FT2-PER-HR","[ft_i]2.h-1"
"http://qudt.org/vocab/unit/FT2-PER-SEC","[ft_i]2.s-1"
"http://qudt.org/vocab/unit/FT2-SEC-DEG_F","[ft_i]2.s.[degF]"
"http://qudt.org/vocab/unit/FT3","[ft_i]3"
"http://qudt.org/vocab/unit/FT3-PER-DAY","[ft_i]3.d-1"
"http://qudt.org/vocab/unit/FT3-PER-DEG_F","[ft_i]3.[degF]-1"
"http://qudt.org/vocab/unit/FT3-PER-HR","[ft_i]3.h-1"
"http://qudt.org/vocab/unit/FT3-PER-LB","[ft_i]3.[lb_av]-1"
"http://qudt.org/vocab/unit/FT3-PER-MIN","[ft_i]3.min-1"
"http://qudt.org/vocab/unit/FT3-PER-MIN-FT2","[ft_i]3.min-1.[ft_i]-2"
"http://qudt.org/vocab/unit/FT3-PER-PSI","[ft_i]3.[psi]-1"
"http://qudt.org/vocab/unit/FT3-PER-SEC","[ft_i]3.s-1"
"http://qudt.org/vocab/unit/FT4","[ft_i]4"
"http://qudt.org/vocab/unit/FUR","[fur_us]"
"http://qudt.org/vocab/unit/FUR_Long",NA
"http://qudt.org/vocab/unit/G","[g]"
"http://qudt.org/vocab/unit/GA_Charriere",NA
"http://qudt.org/vocab/unit/GAL_IMP","[gal_br]"
"http://qudt.org/vocab/unit/GAL_UK","[gal_br]"
"http://qudt.org/vocab/unit/GAL_UK-PER-DAY","[gal_br].d-1"
"http://qudt.org/vocab/unit/GAL_UK-PER-HR","[gal_br].h-1"
"http://qudt.org/vocab/unit/GAL_UK-PER-MIN","[gal_br].min-1"
"http://qudt.org/vocab/unit/GAL_UK-PER-SEC","[gal_br].s-1"
"http://qudt.org/vocab/unit/GAL_US","[gal_us]"
"http://qudt.org/vocab/unit/GAL_US-PER-DAY","[gal_us].d-1"
"http://qudt.org/vocab/unit/GAL_US-PER-HR","[gal_us].h-1"
"http://qudt.org/vocab/unit/GAL_US-PER-MIN","[gal_us].min-1"
"http://qudt.org/vocab/unit/GAL_US-PER-SEC","[gal_us].s-1"
"http://qudt.org/vocab/unit/GAL_US_DRY","[gal_wi]"
"http://qudt.org/vocab/unit/GALILEO","Gal"
"http://qudt.org/vocab/unit/Gamma",NA
"http://qudt.org/vocab/unit/GAMMA",NA
"http://qudt.org/vocab/unit/GAUGE_FR","[Ch]"
"http://qudt.org/vocab/unit/GAUSS","G"
"http://qudt.org/vocab/unit/GI","Gb"
"http://qudt.org/vocab/unit/GI_UK","[gil_br]"
"http://qudt.org/vocab/unit/GI_UK-PER-DAY","[gil_br].d-1"
"http://qudt.org/vocab/unit/GI_UK-PER-HR","[gil_br].h-1"
"http://qudt.org/vocab/unit/GI_UK-PER-MIN","[gil_br].min-1"
"http://qudt.org/vocab/unit/GI_UK-PER-SEC","[gil_br].s-1"
"http://qudt.org/vocab/unit/GI_US","[gil_us]"
"http://qudt.org/vocab/unit/GI_US-PER-DAY","[gil_us].d-1"
"http://qudt.org/vocab/unit/GI_US-PER-HR","[gil_us].h-1"
"http://qudt.org/vocab/unit/GI_US-PER-MIN","[gil_us].min-1"
"http://qudt.org/vocab/unit/GI_US-PER-SEC","[gil_us].s-1"
"http://qudt.org/vocab/unit/GibiBIT","Gibit"
"http://qudt.org/vocab/unit/GibiBIT-PER-M","Gibit.m-1"
"http://qudt.org/vocab/unit/GibiBIT-PER-M2","Gibit.m-2"
"http://qudt.org/vocab/unit/GibiBIT-PER-M3","Gibit.m-3"
"http://qudt.org/vocab/unit/GibiBYTE","GiBy"
"http://qudt.org/vocab/unit/GigaA","GA"
"http://qudt.org/vocab/unit/GigaBasePair",NA
"http://qudt.org/vocab/unit/GigaBIT","Gbit"
"http://qudt.org/vocab/unit/GigaBIT-PER-M","Gbit.m-1"
"http://qudt.org/vocab/unit/GigaBIT-PER-SEC","Gbit.s-1"
"http://qudt.org/vocab/unit/GigaBQ","GBq"
"http://qudt.org/vocab/unit/GigaBYTE","GBy"
"http://qudt.org/vocab/unit/GigaBYTE-PER-SEC","GBy.s-1"
"http://qudt.org/vocab/unit/GigaC","GC"
"http://qudt.org/vocab/unit/GigaC-PER-M3","GC.m-3"
"http://qudt.org/vocab/unit/GigaEV","GeV"
"http://qudt.org/vocab/unit/GigaFLOPS",NA
"http://qudt.org/vocab/unit/GigaHZ","GHz"
"http://qudt.org/vocab/unit/GigaHZ-M","GHz.m"
"http://qudt.org/vocab/unit/GigaJ","GJ"
