"unit","ucumCode","qudtUnit","qudtUri"
"eV/T","eV.T-1","EV-PER-T","http://qudt.org/vocab/unit/EV-PER-T"
"eV.T-1","eV/T","EV-PER-T","http://qudt.org/vocab/unit/EV-PER-T"
"eV.T-1","eV.T-1","EV-PER-T","http://qudt.org/vocab/unit/EV-PER-T"
"eV.s-1","eV/s","EV-SEC","http://qudt.org/vocab/unit/EV-SEC"
"eV.s-1","eV.s-1","EV-SEC","http://qudt.org/vocab/unit/EV-SEC"
"eV/s","eV/s","EV-SEC","http://qudt.org/vocab/unit/EV-SEC"
"eV/s","eV.s-1","EV-SEC","http://qudt.org/vocab/unit/EV-SEC"
"EBy","EBy","ExaBYTE","http://qudt.org/vocab/unit/ExaBYTE"
"EC","EC","ExaC","http://qudt.org/vocab/unit/ExaC"
"EJ","EJ","ExaJ","http://qudt.org/vocab/unit/ExaJ"
NA,NA,"ExbiBYTE","http://qudt.org/vocab/unit/ExbiBYTE"
NA,NA,"F","http://qudt.org/vocab/unit/F"
NA,NA,"FA","http://qudt.org/vocab/unit/FA"
"s-1{failures}","s-1{failures}","failures-in-time","http://qudt.org/vocab/unit/failures-in-time"
NA,NA,"FalklandIslandsPound","http://qudt.org/vocab/unit/FalklandIslandsPound"
"F","F","FARAD","http://qudt.org/vocab/unit/FARAD"
"F.km-1","F.km-1","FARAD-PER-KiloM","http://qudt.org/vocab/unit/FARAD-PER-KiloM"
"F.km-1","F/km","FARAD-PER-KiloM","http://qudt.org/vocab/unit/FARAD-PER-KiloM"
"F/km","F.km-1","FARAD-PER-KiloM","http://qudt.org/vocab/unit/FARAD-PER-KiloM"
"F/km","F/km","FARAD-PER-KiloM","http://qudt.org/vocab/unit/FARAD-PER-KiloM"
"F.m-1","F.m-1","FARAD-PER-M","http://qudt.org/vocab/unit/FARAD-PER-M"
"F.m-1","F/m","FARAD-PER-M","http://qudt.org/vocab/unit/FARAD-PER-M"
"F/m","F.m-1","FARAD-PER-M","http://qudt.org/vocab/unit/FARAD-PER-M"
"F/m","F/m","FARAD-PER-M","http://qudt.org/vocab/unit/FARAD-PER-M"
"GF","GF","FARAD_Ab","http://qudt.org/vocab/unit/FARAD_Ab"
"GF.cm-1","GF.cm-1","FARAD_Ab-PER-CentiM","http://qudt.org/vocab/unit/FARAD_Ab-PER-CentiM"
NA,NA,"FARAD_Stat","http://qudt.org/vocab/unit/FARAD_Stat"
"[fth_i]","[fth_i]","FATH","http://qudt.org/vocab/unit/FATH"
"[bf_i]","[bf_i]","FBM","http://qudt.org/vocab/unit/FBM"
NA,NA,"FC","http://qudt.org/vocab/unit/FC"
"fC","fC","FemtoC","http://qudt.org/vocab/unit/FemtoC"
"fg.kg-1","fg.kg-1","FemtoGM-PER-KiloGM","http://qudt.org/vocab/unit/FemtoGM-PER-KiloGM"
"fg.L-1","fg.L-1","FemtoGM-PER-L","http://qudt.org/vocab/unit/FemtoGM-PER-L"
"fJ","fJ","FemtoJ","http://qudt.org/vocab/unit/FemtoJ"
"fL","fL","FemtoL","http://qudt.org/vocab/unit/FemtoL"
"fm","fm","FemtoM","http://qudt.org/vocab/unit/FemtoM"
"fmol.kg-1","fmol.kg-1","FemtoMOL-PER-KiloGM","http://qudt.org/vocab/unit/FemtoMOL-PER-KiloGM"
"fmol.L-1","fmol.L-1","FemtoMOL-PER-L","http://qudt.org/vocab/unit/FemtoMOL-PER-L"
NA,NA,"FijiDollar","http://qudt.org/vocab/unit/FijiDollar"
NA,NA,"Flight","http://qudt.org/vocab/unit/Flight"
NA,NA,"FM","http://qudt.org/vocab/unit/FM"
NA,NA,"Forint","http://qudt.org/vocab/unit/Forint"
NA,NA,"FR","http://qudt.org/vocab/unit/FR"
"proportion",NA,"FRACTION","http://qudt.org/vocab/unit/FRACTION"
NA,NA,"FRACTION","http://qudt.org/vocab/unit/FRACTION"
"proportion",NA,"FRACTION","http://qudt.org/vocab/unit/FRACTION"
"s-1{frame}","/s{frame}","FRAME-PER-SEC","http://qudt.org/vocab/unit/FRAME-PER-SEC"
"s-1{frame}","s-1{frame}","FRAME-PER-SEC","http://qudt.org/vocab/unit/FRAME-PER-SEC"
"/s{frame}","/s{frame}","FRAME-PER-SEC","http://qudt.org/vocab/unit/FRAME-PER-SEC"
"/s{frame}","s-1{frame}","FRAME-PER-SEC","http://qudt.org/vocab/unit/FRAME-PER-SEC"
NA,NA,"FrancCongolais","http://qudt.org/vocab/unit/FrancCongolais"
"[ft_i]","[ft_i]","FT","http://qudt.org/vocab/unit/FT"
"[ft_i].Lmb","[ft_i].Lmb","FT-LA","http://qudt.org/vocab/unit/FT-LA"
"[ft_i].[lbf_av]","[ft_i].[lbf_av]","FT-LB_F","http://qudt.org/vocab/unit/FT-LB_F"
"[ft_i].[lbf_av].[sft_i]-1","[ft_i].[lbf_av].[sft_i]-1","FT-LB_F-PER-FT2","http://qudt.org/vocab/unit/FT-LB_F-PER-FT2"
"[ft_i].[lbf_av].[sft_i]-1.s-1","[ft_i].[lbf_av].[sft_i]-1.s-1","FT-LB_F-PER-FT2-SEC","http://qudt.org/vocab/unit/FT-LB_F-PER-FT2-SEC"
"[ft_i].[lbf_av].h-1","[ft_i].[lbf_av].h-1","FT-LB_F-PER-HR","http://qudt.org/vocab/unit/FT-LB_F-PER-HR"
"[ft_i].[lbf_av].m-2","[ft_i].[lbf_av].m-2","FT-LB_F-PER-M2","http://qudt.org/vocab/unit/FT-LB_F-PER-M2"
"[ft_i].[lbf_av].min-1","[ft_i].[lbf_av].min-1","FT-LB_F-PER-MIN","http://qudt.org/vocab/unit/FT-LB_F-PER-MIN"
"[ft_i].[lbf_av].s-1","[ft_i].[lbf_av].s-1","FT-LB_F-PER-SEC","http://qudt.org/vocab/unit/FT-LB_F-PER-SEC"
"[ft_i].[lbf_av].s","[ft_i].[lbf_av].s","FT-LB_F-SEC","http://qudt.org/vocab/unit/FT-LB_F-SEC"
NA,NA,"FT-PDL","http://qudt.org/vocab/unit/FT-PDL"
"[ft_i].d-1","[ft_i]/d","FT-PER-DAY","http://qudt.org/vocab/unit/FT-PER-DAY"
"[ft_i].d-1","[ft_i].d-1","FT-PER-DAY","http://qudt.org/vocab/unit/FT-PER-DAY"
"[ft_i]/d","[ft_i]/d","FT-PER-DAY","http://qudt.org/vocab/unit/FT-PER-DAY"
"[ft_i]/d","[ft_i].d-1","FT-PER-DAY","http://qudt.org/vocab/unit/FT-PER-DAY"
"[ft_i].[lbf_av].[degF]","[ft_i].[lbf_av].[degF]","FT-PER-DEG_F","http://qudt.org/vocab/unit/FT-PER-DEG_F"
"[ft_i]/h","[ft_i].h-1","FT-PER-HR","http://qudt.org/vocab/unit/FT-PER-HR"
"[ft_i]/h","[ft_i]/h","FT-PER-HR","http://qudt.org/vocab/unit/FT-PER-HR"
"[ft_i].h-1","[ft_i].h-1","FT-PER-HR","http://qudt.org/vocab/unit/FT-PER-HR"
"[ft_i].h-1","[ft_i]/h","FT-PER-HR","http://qudt.org/vocab/unit/FT-PER-HR"
"[ft_i].min-1","[ft_i]/min","FT-PER-MIN","http://qudt.org/vocab/unit/FT-PER-MIN"
"[ft_i].min-1","[ft_i].min-1","FT-PER-MIN","http://qudt.org/vocab/unit/FT-PER-MIN"
"[ft_i]/min","[ft_i]/min","FT-PER-MIN","http://qudt.org/vocab/unit/FT-PER-MIN"
"[ft_i]/min","[ft_i].min-1","FT-PER-MIN","http://qudt.org/vocab/unit/FT-PER-MIN"
"[ft_i]/s","[ft_i]/s","FT-PER-SEC","http://qudt.org/vocab/unit/FT-PER-SEC"
"[ft_i]/s","[ft_i].s-1","FT-PER-SEC","http://qudt.org/vocab/unit/FT-PER-SEC"
"[ft_i].s-1","[ft_i]/s","FT-PER-SEC","http://qudt.org/vocab/unit/FT-PER-SEC"
"[ft_i].s-1","[ft_i].s-1","FT-PER-SEC","http://qudt.org/vocab/unit/FT-PER-SEC"
"[ft_i].s-2","[ft_i].s-2","FT-PER-SEC2","http://qudt.org/vocab/unit/FT-PER-SEC2"
"[ft_i].s-2","[ft_i]/s2","FT-PER-SEC2","http://qudt.org/vocab/unit/FT-PER-SEC2"
"[ft_i]/s2","[ft_i].s-2","FT-PER-SEC2","http://qudt.org/vocab/unit/FT-PER-SEC2"
"[ft_i]/s2","[ft_i]/s2","FT-PER-SEC2","http://qudt.org/vocab/unit/FT-PER-SEC2"
"[ft_i'H2O]","[ft_i'H2O]","FT_H2O","http://qudt.org/vocab/unit/FT_H2O"
"[ft_i'Hg]","[ft_i'Hg]","FT_HG","http://qudt.org/vocab/unit/FT_HG"
"ft","[ft_us]","FT_US","http://qudt.org/vocab/unit/FT_US"
"feet","[ft_us]","FT_US","http://qudt.org/vocab/unit/FT_US"
"feet","[ft_us]","FT_US","http://qudt.org/vocab/unit/FT_US"
"[ft_us]","[ft_us]","FT_US","http://qudt.org/vocab/unit/FT_US"
"foot","[ft_us]","FT_US","http://qudt.org/vocab/unit/FT_US"
"[sft_i]","[sft_i]","FT2","http://qudt.org/vocab/unit/FT2"
"[sft_i]","[ft_i]2","FT2","http://qudt.org/vocab/unit/FT2"
"footsquared","[sft_i]","FT2","http://qudt.org/vocab/unit/FT2"
"footsquared","[ft_i]2","FT2","http://qudt.org/vocab/unit/FT2"
"[ft_i]2","[sft_i]","FT2","http://qudt.org/vocab/unit/FT2"
"[ft_i]2","[ft_i]2","FT2","http://qudt.org/vocab/unit/FT2"
"[sft_i].[degF]","[sft_i].[degF]","FT2-DEG_F","http://qudt.org/vocab/unit/FT2-DEG_F"
"[sft_i].h.[degF]","[sft_i].h.[degF]","FT2-HR-DEG_F","http://qudt.org/vocab/unit/FT2-HR-DEG_F"
"[sft_i].h.[degF].[Btu_IT]-1","[sft_i].h.[degF].[Btu_IT]-1","FT2-HR-DEG_F-PER-BTU_IT","http://qudt.org/vocab/unit/FT2-HR-DEG_F-PER-BTU_IT"
"[sft_i].[Btu_IT]-1.[in_i]-1","[sft_i].[Btu_IT]-1.[in_i]-1","FT2-PER-BTU_IT-IN","http://qudt.org/vocab/unit/FT2-PER-BTU_IT-IN"
"[sft_i].h-1","[sft_i].h-1","FT2-PER-HR","http://qudt.org/vocab/unit/FT2-PER-HR"
"[sft_i].s-1","[sft_i].s-1","FT2-PER-SEC","http://qudt.org/vocab/unit/FT2-PER-SEC"
"[sft_i].s.[degF]","[sft_i].s.[degF]","FT2-SEC-DEG_F","http://qudt.org/vocab/unit/FT2-SEC-DEG_F"
"[ft_i]3","[cft_i]","FT3","http://qudt.org/vocab/unit/FT3"
"[ft_i]3","[ft_i]3","FT3","http://qudt.org/vocab/unit/FT3"
"[cft_i]","[cft_i]","FT3","http://qudt.org/vocab/unit/FT3"
"[cft_i]","[ft_i]3","FT3","http://qudt.org/vocab/unit/FT3"
"[cft_i].d-1","[cft_i].d-1","FT3-PER-DAY","http://qudt.org/vocab/unit/FT3-PER-DAY"
"[cft_i].[degF]-1","[cft_i].[degF]-1","FT3-PER-DEG_F","http://qudt.org/vocab/unit/FT3-PER-DEG_F"
"[cft_i].h-1","[cft_i].h-1","FT3-PER-HR","http://qudt.org/vocab/unit/FT3-PER-HR"
"[ft_i]3.min-1","[cft_i]/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3.min-1","[ft_i]3.min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3.min-1","[cft_i].min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3.min-1","[ft_i]3/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i].min-1","[cft_i]/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i].min-1","[ft_i]3.min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i].min-1","[cft_i].min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i].min-1","[ft_i]3/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3/min","[cft_i]/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3/min","[ft_i]3.min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3/min","[cft_i].min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[ft_i]3/min","[ft_i]3/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i]/min","[cft_i]/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i]/min","[ft_i]3.min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i]/min","[cft_i].min-1","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i]/min","[ft_i]3/min","FT3-PER-MIN","http://qudt.org/vocab/unit/FT3-PER-MIN"
"[cft_i].min-1.[sft_i]-1","[cft_i].min-1.[sft_i]-1","FT3-PER-MIN-FT2","http://qudt.org/vocab/unit/FT3-PER-MIN-FT2"
"[cft_i]/s","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i]/s","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i]/s","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i]/s","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i].s-1","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i].s-1","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i].s-1","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[cft_i].s-1","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3.s-1","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3.s-1","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3.s-1","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3.s-1","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3/s","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3/s","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3/s","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[ft_i]3/s","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic foot per second","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic foot per second","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic foot per second","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic foot per second","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic feet per second","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic feet per second","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic feet per second","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubic feet per second","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[ft_i]3/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[cft_i].s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[cft_i]/s","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"cubicfeetpersecond","[ft_i]3.s-1","FT3-PER-SEC","http://qudt.org/vocab/unit/FT3-PER-SEC"
"[fur_us]","[fur_us]","FUR","http://qudt.org/vocab/unit/FUR"
NA,NA,"FUR_Long","http://qudt.org/vocab/unit/FUR_Long"
"[g]","[g]","G","http://qudt.org/vocab/unit/G"
"[gal_br]","[gal_br]","GAL_IMP","http://qudt.org/vocab/unit/GAL_IMP"
"[gal_br]","[gal_br]","GAL_UK","http://qudt.org/vocab/unit/GAL_UK"
"[gal_br].d-1","[gal_br].d-1","GAL_UK-PER-DAY","http://qudt.org/vocab/unit/GAL_UK-PER-DAY"
"[gal_br].h-1","[gal_br].h-1","GAL_UK-PER-HR","http://qudt.org/vocab/unit/GAL_UK-PER-HR"
"[gal_br].m-1","[gal_br].m-1","GAL_UK-PER-MIN","http://qudt.org/vocab/unit/GAL_UK-PER-MIN"
"[gal_br].s-1","[gal_br].s-1","GAL_UK-PER-SEC","http://qudt.org/vocab/unit/GAL_UK-PER-SEC"
"gallon","[gal_us]","GAL_US","http://qudt.org/vocab/unit/GAL_US"
"[gal_us]","[gal_us]","GAL_US","http://qudt.org/vocab/unit/GAL_US"
"[gal_us].d-1","[gal_us].d-1","GAL_US-PER-DAY","http://qudt.org/vocab/unit/GAL_US-PER-DAY"
"[gal_us].d-1","[gal_us]/d","GAL_US-PER-DAY","http://qudt.org/vocab/unit/GAL_US-PER-DAY"
"[gal_us]/d","[gal_us].d-1","GAL_US-PER-DAY","http://qudt.org/vocab/unit/GAL_US-PER-DAY"
"[gal_us]/d","[gal_us]/d","GAL_US-PER-DAY","http://qudt.org/vocab/unit/GAL_US-PER-DAY"
"gallonperhour","[gal_us].h-1","GAL_US-PER-HR","http://qudt.org/vocab/unit/GAL_US-PER-HR"
"[gal_us].h-1","[gal_us].h-1","GAL_US-PER-HR","http://qudt.org/vocab/unit/GAL_US-PER-HR"
"gallonperminute","[gal_us].min-1","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"gallonperminute","[gal_us]/min","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"[gal_us]/min","[gal_us].min-1","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"[gal_us]/min","[gal_us]/min","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"[gal_us].min-1","[gal_us].min-1","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"[gal_us].min-1","[gal_us]/min","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"gallonperminute","[gal_us].min-1","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"gallonperminute","[gal_us]/min","GAL_US-PER-MIN","http://qudt.org/vocab/unit/GAL_US-PER-MIN"
"[gal_us].s-1","[gal_us].s-1","GAL_US-PER-SEC","http://qudt.org/vocab/unit/GAL_US-PER-SEC"
"[gal_wi]","[gal_wi]","GAL_US_DRY","http://qudt.org/vocab/unit/GAL_US_DRY"
"Gal","Gal","GALILEO","http://qudt.org/vocab/unit/GALILEO"
NA,NA,"Gamma","http://qudt.org/vocab/unit/Gamma"
"[Ch]","[Ch]","GAUGE_FR","http://qudt.org/vocab/unit/GAUGE_FR"
"G","G","GAUSS","http://qudt.org/vocab/unit/GAUSS"
"Gb","Gb","GI","http://qudt.org/vocab/unit/GI"
"[gil_br]","[gil_br]","GI_UK","http://qudt.org/vocab/unit/GI_UK"
"[gil_br].d-1","[gil_br].d-1","GI_UK-PER-DAY","http://qudt.org/vocab/unit/GI_UK-PER-DAY"
"[gil_br].h-1","[gil_br].h-1","GI_UK-PER-HR","http://qudt.org/vocab/unit/GI_UK-PER-HR"
"[gil_br].min-1","[gil_br].min-1","GI_UK-PER-MIN","http://qudt.org/vocab/unit/GI_UK-PER-MIN"
"[gil_br].s-1","[gil_br].s-1","GI_UK-PER-SEC","http://qudt.org/vocab/unit/GI_UK-PER-SEC"
"[gil_us]","[gil_us]","GI_US","http://qudt.org/vocab/unit/GI_US"
"[gil_us].d-1","[gil_us].d-1","GI_US-PER-DAY","http://qudt.org/vocab/unit/GI_US-PER-DAY"
"[gil_us].h-1","[gil_us].h-1","GI_US-PER-HR","http://qudt.org/vocab/unit/GI_US-PER-HR"
"[gil_us].min-1","[gil_us].min-1","GI_US-PER-MIN","http://qudt.org/vocab/unit/GI_US-PER-MIN"
"[gil_us].s-1","[gil_us].s-1","GI_US-PER-SEC","http://qudt.org/vocab/unit/GI_US-PER-SEC"
NA,NA,"GibiBYTE","http://qudt.org/vocab/unit/GibiBYTE"
NA,NA,"GibraltarPound","http://qudt.org/vocab/unit/GibraltarPound"
NA,NA,"GigaBasePair","http://qudt.org/vocab/unit/GigaBasePair"
"Gbit.s-1","Gbit.s-1","GigaBIT-PER-SEC","http://qudt.org/vocab/unit/GigaBIT-PER-SEC"
"GBq","GBq","GigaBQ","http://qudt.org/vocab/unit/GigaBQ"
"GBy","GBy","GigaBYTE","http://qudt.org/vocab/unit/GigaBYTE"
"GC","GC","GigaC","http://qudt.org/vocab/unit/GigaC"
"GC.m-3","GC.m-3","GigaC-PER-M3","http://qudt.org/vocab/unit/GigaC-PER-M3"
"GeV","GeV","GigaEV","http://qudt.org/vocab/unit/GigaEV"
"GHz","GHz","GigaHZ","http://qudt.org/vocab/unit/GigaHZ"
"GHz.m","GHz.m","GigaHZ-M","http://qudt.org/vocab/unit/GigaHZ-M"
"GJ","GJ","GigaJ","http://qudt.org/vocab/unit/GigaJ"
"GOhm","GOhm","GigaOHM","http://qudt.org/vocab/unit/GigaOHM"
"GP","GP","GigaPA","http://qudt.org/vocab/unit/GigaPA"
"GW","GW","GigaW","http://qudt.org/vocab/unit/GigaW"
"GW.h","GW.h","GigaW-HR","http://qudt.org/vocab/unit/GigaW-HR"
"gram","g","GM","http://qudt.org/vocab/unit/GM"
"g.","g","GM","http://qudt.org/vocab/unit/GM"
"g","g","GM","http://qudt.org/vocab/unit/GM"
"gm","g","GM","http://qudt.org/vocab/unit/GM"
"grams","g","GM","http://qudt.org/vocab/unit/GM"
"g","g","GM","http://qudt.org/vocab/unit/GM"
"g","g","GM","http://qudt.org/vocab/unit/GM"
"grams","g","GM","http://qudt.org/vocab/unit/GM"
"g.mm","g.mm","GM-MilliM","http://qudt.org/vocab/unit/GM-MilliM"
"gramspersquarecentimeter","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspersquarecentimeter","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspercentimetercubed","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspercentimetercubed","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gram per centimeter squared","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gram per centimeter squared","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams per centimeter cubed","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams per centimeter cubed","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams/cm^2","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams/cm^2","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gcm-3","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gcm-3","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspersquarecentimeter","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspersquarecentimeter","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams/cubiccm","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams/cubiccm","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grampercentimetercubed","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grampercentimetercubed","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gm/cm3","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gm/cm3","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g.cm-2","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g.cm-2","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g/cm3","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g/cm3","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grampercentimetercubed","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grampercentimetercubed","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g/cm2","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g/cm2","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspercentimetercubed","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"gramspercentimetercubed","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams per square centimeter","g.cm-2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"grams per square centimeter","g/cm2","GM-PER-CentiM2","http://qudt.org/vocab/unit/GM-PER-CentiM2"
"g.cm-2.a-1","g.cm-2.a-1","GM-PER-CentiM2-YR","http://qudt.org/vocab/unit/GM-PER-CentiM2-YR"
"grampercubiccentimeter","g.cm-3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
"grampercubiccentimeter","g/cm3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
"g.cm-3","g.cm-3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
"g.cm-3","g/cm3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
"gramspercubiccentimeter","g.cm-3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
"gramspercubiccentimeter","g/cm3","GM-PER-CentiM3","http://qudt.org/vocab/unit/GM-PER-CentiM3"
