"unit","ucumCode","qudtUnit","qudtUri"
"kJ","kJ","KiloJ","http://qudt.org/vocab/unit/KiloJ"
"kJ/K","kJ/K","KiloJ-PER-K","http://qudt.org/vocab/unit/KiloJ-PER-K"
"kJ/K","kJ.K-1","KiloJ-PER-K","http://qudt.org/vocab/unit/KiloJ-PER-K"
"kJ.K-1","kJ/K","KiloJ-PER-K","http://qudt.org/vocab/unit/KiloJ-PER-K"
"kJ.K-1","kJ.K-1","KiloJ-PER-K","http://qudt.org/vocab/unit/KiloJ-PER-K"
"kJ/kg","kJ.kg-1","KiloJ-PER-KiloGM","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM"
"kJ/kg","kJ/kg","KiloJ-PER-KiloGM","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM"
"kJ.kg-1","kJ.kg-1","KiloJ-PER-KiloGM","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM"
"kJ.kg-1","kJ/kg","KiloJ-PER-KiloGM","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM"
"kJ/(kg.K)","kJ/(kg.K)","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ/(kg.K)","kJ.(kg.K)-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ/(kg.K)","kJ.kg-1.K-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.(kg.K)-1","kJ/(kg.K)","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.(kg.K)-1","kJ.(kg.K)-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.(kg.K)-1","kJ.kg-1.K-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.kg-1.K-1","kJ/(kg.K)","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.kg-1.K-1","kJ.(kg.K)-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.kg-1.K-1","kJ.kg-1.K-1","KiloJ-PER-KiloGM-K","http://qudt.org/vocab/unit/KiloJ-PER-KiloGM-K"
"kJ.mol-1","kJ.mol-1","KiloJ-PER-MOL","http://qudt.org/vocab/unit/KiloJ-PER-MOL"
"kL","kL","KiloL","http://qudt.org/vocab/unit/KiloL"
"kL.h-1","kL.h-1","KiloL-PER-HR","http://qudt.org/vocab/unit/KiloL-PER-HR"
"[lbf_av].[ft_i].A-1","[lbf_av].[ft_i].A-1","KiloLB_F-FT-PER-A","http://qudt.org/vocab/unit/KiloLB_F-FT-PER-A"
"[lbf_av].[ft_i].[lb_av]-1","[lbf_av].[ft_i].[lb_av]-1","KiloLB_F-FT-PER-LB","http://qudt.org/vocab/unit/KiloLB_F-FT-PER-LB"
"[lbf_av].[ft_i]-1","[lbf_av].[ft_i]-1","KiloLB_F-PER-FT","http://qudt.org/vocab/unit/KiloLB_F-PER-FT"
"k[lbf_av].[sin_i]-1","k[lbf_av].[sin_i]-1","KiloLB_F-PER-IN2","http://qudt.org/vocab/unit/KiloLB_F-PER-IN2"
"kilometers","km","KiloM","http://qudt.org/vocab/unit/KiloM"
"km","km","KiloM","http://qudt.org/vocab/unit/KiloM"
"kilometer","km","KiloM","http://qudt.org/vocab/unit/KiloM"
"kilometers","km","KiloM","http://qudt.org/vocab/unit/KiloM"
"km","km","KiloM","http://qudt.org/vocab/unit/KiloM"
"km.d-1","km.d-1","KiloM-PER-DAY","http://qudt.org/vocab/unit/KiloM-PER-DAY"
"km/d","km.d-1","KiloM-PER-DAY","http://qudt.org/vocab/unit/KiloM-PER-DAY"
"kilometers per day","km.d-1","KiloM-PER-DAY","http://qudt.org/vocab/unit/KiloM-PER-DAY"
"kilometersperday","km.d-1","KiloM-PER-DAY","http://qudt.org/vocab/unit/KiloM-PER-DAY"
"kilometerperhour","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometerperhour","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/h","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/h","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometersperhour","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometersperhour","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/hr","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/hr","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/h","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km/h","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometers per hour","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometers per hour","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km.h-1","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km.h-1","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometersperhour","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kilometersperhour","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kph","km/h","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"kph","km.h-1","KiloM-PER-HR","http://qudt.org/vocab/unit/KiloM-PER-HR"
"km.s-1","km/s","KiloM-PER-SEC","http://qudt.org/vocab/unit/KiloM-PER-SEC"
"km.s-1","km.s-1","KiloM-PER-SEC","http://qudt.org/vocab/unit/KiloM-PER-SEC"
"km/s","km/s","KiloM-PER-SEC","http://qudt.org/vocab/unit/KiloM-PER-SEC"
"km/s","km.s-1","KiloM-PER-SEC","http://qudt.org/vocab/unit/KiloM-PER-SEC"
"km3.s-2","km3.s-2","KiloM3-PER-SEC2","http://qudt.org/vocab/unit/KiloM3-PER-SEC2"
"km3.s-2","km3/s2","KiloM3-PER-SEC2","http://qudt.org/vocab/unit/KiloM3-PER-SEC2"
"km3/s2","km3.s-2","KiloM3-PER-SEC2","http://qudt.org/vocab/unit/KiloM3-PER-SEC2"
"km3/s2","km3/s2","KiloM3-PER-SEC2","http://qudt.org/vocab/unit/KiloM3-PER-SEC2"
"kmol","kmol","KiloMOL","http://qudt.org/vocab/unit/KiloMOL"
"kmol.h-1","kmol.h-1","KiloMOL-PER-HR","http://qudt.org/vocab/unit/KiloMOL-PER-HR"
"kmol.kg-1","kmol.kg-1","KiloMOL-PER-KiloGM","http://qudt.org/vocab/unit/KiloMOL-PER-KiloGM"
"kmol.kg-1","kmol/kg","KiloMOL-PER-KiloGM","http://qudt.org/vocab/unit/KiloMOL-PER-KiloGM"
"kmol/kg","kmol.kg-1","KiloMOL-PER-KiloGM","http://qudt.org/vocab/unit/KiloMOL-PER-KiloGM"
"kmol/kg","kmol/kg","KiloMOL-PER-KiloGM","http://qudt.org/vocab/unit/KiloMOL-PER-KiloGM"
"kmol.m-3","kmol.m-3","KiloMOL-PER-M3","http://qudt.org/vocab/unit/KiloMOL-PER-M3"
"kmol.min-1","kmol.min-1","KiloMOL-PER-MIN","http://qudt.org/vocab/unit/KiloMOL-PER-MIN"
"kmol.s-1","kmol.s-1","KiloMOL-PER-SEC","http://qudt.org/vocab/unit/KiloMOL-PER-SEC"
"kN","kN","KiloN","http://qudt.org/vocab/unit/KiloN"
"kN.m","kN.m","KiloN-M","http://qudt.org/vocab/unit/KiloN-M"
NA,NA,"KiloN-M2","http://qudt.org/vocab/unit/KiloN-M2"
"kOhm","kOhm","KiloOHM","http://qudt.org/vocab/unit/KiloOHM"
"kgf","kgf","KiloP","http://qudt.org/vocab/unit/KiloP"
"kilopascals","kPa","KiloPA","http://qudt.org/vocab/unit/KiloPA"
"kilopascal","kPa","KiloPA","http://qudt.org/vocab/unit/KiloPA"
"kilopascals","kPa","KiloPA","http://qudt.org/vocab/unit/KiloPA"
"kPa","kPa","KiloPA","http://qudt.org/vocab/unit/KiloPA"
"kilopascal","kPa","KiloPA","http://qudt.org/vocab/unit/KiloPA"
"kPa.m2.g-1","kPa.m2.g-1","KiloPA-M2-PER-GM","http://qudt.org/vocab/unit/KiloPA-M2-PER-GM"
"kPa.bar-1","kPa.bar-1","KiloPA-PER-BAR","http://qudt.org/vocab/unit/KiloPA-PER-BAR"
"kPa.K-1","kPa.K-1","KiloPA-PER-K","http://qudt.org/vocab/unit/KiloPA-PER-K"
"kPa.mm-1","kPa.mm-1","KiloPA-PER-MilliM","http://qudt.org/vocab/unit/KiloPA-PER-MilliM"
"kPa{absolute}","kPa{absolute}","KiloPA_A","http://qudt.org/vocab/unit/KiloPA_A"
NA,NA,"KiloPOND","http://qudt.org/vocab/unit/KiloPOND"
"kR","kR","KiloR","http://qudt.org/vocab/unit/KiloR"
"kS","kS","KiloS","http://qudt.org/vocab/unit/KiloS"
"kS.m-1","kS.m-1","KiloS-PER-M","http://qudt.org/vocab/unit/KiloS-PER-M"
"ks","ks","KiloSEC","http://qudt.org/vocab/unit/KiloSEC"
"kt","kt","KiloTON_Metric","http://qudt.org/vocab/unit/KiloTON_Metric"
NA,NA,"KiloTONNE","http://qudt.org/vocab/unit/KiloTONNE"
"kV","kV","KiloV","http://qudt.org/vocab/unit/KiloV"
"kV.A","kV.A","KiloV-A","http://qudt.org/vocab/unit/KiloV-A"
"kV.A.h","kV.A.h","KiloV-A-HR","http://qudt.org/vocab/unit/KiloV-A-HR"
"kV.A{reactive}","kV.A{reactive}","KiloV-A_Reactive","http://qudt.org/vocab/unit/KiloV-A_Reactive"
"kV.A.h{reactive}","kV.A.h{reactive}","KiloV-A_Reactive-HR","http://qudt.org/vocab/unit/KiloV-A_Reactive-HR"
"kV.m-1","kV.m-1","KiloV-PER-M","http://qudt.org/vocab/unit/KiloV-PER-M"
"kW","kW","KiloW","http://qudt.org/vocab/unit/KiloW"
"kilowatthour","kW.h","KiloW-HR","http://qudt.org/vocab/unit/KiloW-HR"
"kW.h","kW.h","KiloW-HR","http://qudt.org/vocab/unit/KiloW-HR"
"kilowatthour","kW.h","KiloW-HR","http://qudt.org/vocab/unit/KiloW-HR"
NA,NA,"KiloW-HR-PER-M2","http://qudt.org/vocab/unit/KiloW-HR-PER-M2"
"kWb.m-1","kWb.m-1","KiloWB-PER-M","http://qudt.org/vocab/unit/KiloWB-PER-M"
NA,NA,"Kina","http://qudt.org/vocab/unit/Kina"
"k[lbf_av]","k[lbf_av]","KIP_F","http://qudt.org/vocab/unit/KIP_F"
"k[lbf_av].[in_i]-2","k[lbf_av].[in_i]-2","KIP_F-PER-IN2","http://qudt.org/vocab/unit/KIP_F-PER-IN2"
"[kn_i]","[kn_i]","KN","http://qudt.org/vocab/unit/KN"
"knots","[kn_i]","KN","http://qudt.org/vocab/unit/KN"
"knots","[kn_i]","KN","http://qudt.org/vocab/unit/KN"
"knot","[kn_i]","KN","http://qudt.org/vocab/unit/KN"
"[kn_i]/s","[kn_i]/s","KN-PER-SEC","http://qudt.org/vocab/unit/KN-PER-SEC"
"[kn_i]/s","[kn_i].s-1","KN-PER-SEC","http://qudt.org/vocab/unit/KN-PER-SEC"
"[kn_i].s-1","[kn_i]/s","KN-PER-SEC","http://qudt.org/vocab/unit/KN-PER-SEC"
"[kn_i].s-1","[kn_i].s-1","KN-PER-SEC","http://qudt.org/vocab/unit/KN-PER-SEC"
NA,NA,"Kroon","http://qudt.org/vocab/unit/Kroon"
NA,NA,"KuwaitiDinar","http://qudt.org/vocab/unit/KuwaitiDinar"
NA,NA,"Kwanza","http://qudt.org/vocab/unit/Kwanza"
"Ky","Ky","KY","http://qudt.org/vocab/unit/KY"
NA,NA,"Kyat","http://qudt.org/vocab/unit/Kyat"
"l","l","L","http://qudt.org/vocab/unit/L"
"l","L","L","http://qudt.org/vocab/unit/L"
"liter","l","L","http://qudt.org/vocab/unit/L"
"liter","L","L","http://qudt.org/vocab/unit/L"
"L","l","L","http://qudt.org/vocab/unit/L"
"L","L","L","http://qudt.org/vocab/unit/L"
"l","l","L","http://qudt.org/vocab/unit/L"
"l","L","L","http://qudt.org/vocab/unit/L"
"L.d-1","L.d-1","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"L.d-1","L/d","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"litersperday","L.d-1","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"litersperday","L/d","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"L/d","L.d-1","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"L/d","L/d","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"literperday","L.d-1","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"literperday","L/d","L-PER-DAY","http://qudt.org/vocab/unit/L-PER-DAY"
"L.h-1","L/h","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"L.h-1","L.h-1","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"L/h","L/h","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"L/h","L.h-1","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"litersperhour","L/h","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"litersperhour","L.h-1","L-PER-HR","http://qudt.org/vocab/unit/L-PER-HR"
"L/K","L/K","L-PER-K","http://qudt.org/vocab/unit/L-PER-K"
"L/K","L.K-1","L-PER-K","http://qudt.org/vocab/unit/L-PER-K"
"L.K-1","L/K","L-PER-K","http://qudt.org/vocab/unit/L-PER-K"
"L.K-1","L.K-1","L-PER-K","http://qudt.org/vocab/unit/L-PER-K"
"L.kg-1","L/kg","L-PER-KiloGM","http://qudt.org/vocab/unit/L-PER-KiloGM"
"L.kg-1","L.kg-1","L-PER-KiloGM","http://qudt.org/vocab/unit/L-PER-KiloGM"
"L/kg","L/kg","L-PER-KiloGM","http://qudt.org/vocab/unit/L-PER-KiloGM"
"L/kg","L.kg-1","L-PER-KiloGM","http://qudt.org/vocab/unit/L-PER-KiloGM"
"L/L","L.L-1","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"L/L","L/L","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"L.L-1","L.L-1","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"L.L-1","L/L","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"liters per liter","L.L-1","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"liters per liter","L/L","L-PER-L","http://qudt.org/vocab/unit/L-PER-L"
"L.umol-1","L.umol-1","L-PER-MicroMOL","http://qudt.org/vocab/unit/L-PER-MicroMOL"
"L/min","L/min","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"L/min","L.min-1","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"L.min-1","L/min","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"L.min-1","L.min-1","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"l/min","L/min","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"l/min","L.min-1","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"liters/minute","L/min","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"liters/minute","L.min-1","L-PER-MIN","http://qudt.org/vocab/unit/L-PER-MIN"
"L/mol","L.mol-1","L-PER-MOL","http://qudt.org/vocab/unit/L-PER-MOL"
"L/mol","L/mol","L-PER-MOL","http://qudt.org/vocab/unit/L-PER-MOL"
"L.mol-1","L.mol-1","L-PER-MOL","http://qudt.org/vocab/unit/L-PER-MOL"
"L.mol-1","L/mol","L-PER-MOL","http://qudt.org/vocab/unit/L-PER-MOL"
"L/s","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"L/s","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"L.s-1","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"L.s-1","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"liters/second","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"liters/second","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"liters per second","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"liters per second","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"l/s","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"l/s","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literpersecond","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literpersecond","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literpersecond","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literpersecond","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L/s","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
"literspersecond","L.s-1","L-PER-SEC","http://qudt.org/vocab/unit/L-PER-SEC"
NA,NA,"L-PER-SEC-M2","http://qudt.org/vocab/unit/L-PER-SEC-M2"
"Lmb","Lmb","LA","http://qudt.org/vocab/unit/LA"
NA,NA,"LaoKip","http://qudt.org/vocab/unit/LaoKip"
NA,NA,"Lari","http://qudt.org/vocab/unit/Lari"
NA,NA,"LatvianLats","http://qudt.org/vocab/unit/LatvianLats"
"pound","[lb_av]","LB","http://qudt.org/vocab/unit/LB"
"[lb_av]","[lb_av]","LB","http://qudt.org/vocab/unit/LB"
"[lb_av].[degF]","[lb_av].[degF]","LB-DEG_F","http://qudt.org/vocab/unit/LB-DEG_F"
"[lb_av].[degR]","[lb_av].[degR]","LB-DEG_R","http://qudt.org/vocab/unit/LB-DEG_R"
"[lb_av].[sft_i]","[lb_av].[sft_i]","LB-FT2","http://qudt.org/vocab/unit/LB-FT2"
"[lb_av].[in_i]","[lb_av].[in_i]","LB-IN","http://qudt.org/vocab/unit/LB-IN"
"[lb_av].[sin_i]","[lb_av].[sin_i]","LB-IN2","http://qudt.org/vocab/unit/LB-IN2"
"[lb_av].mol","[lb_av].mol","LB-MOL","http://qudt.org/vocab/unit/LB-MOL"
"[lb_av].mol.[degF]","[lb_av].mol.[degF]","LB-MOL-DEG_F","http://qudt.org/vocab/unit/LB-MOL-DEG_F"
"[lb_av].d-1","[lb_av].d-1","LB-PER-DAY","http://qudt.org/vocab/unit/LB-PER-DAY"
"[lb_av].[ft_i]-1","[lb_av].[ft_i]-1","LB-PER-FT","http://qudt.org/vocab/unit/LB-PER-FT"
"[lb_av].[ft_i]-1.h-1","[lb_av].[ft_i]-1.h-1","LB-PER-FT-HR","http://qudt.org/vocab/unit/LB-PER-FT-HR"
"[lb_av].[ft_i]-1.s-1","[lb_av].[ft_i]-1.s-1","LB-PER-FT-SEC","http://qudt.org/vocab/unit/LB-PER-FT-SEC"
"[lb_av].[ft_i]-2","[lb_av].[ft_i]-2","LB-PER-FT2","http://qudt.org/vocab/unit/LB-PER-FT2"
"[lb_av].[cft_i]-1","[lb_av].[cft_i]-1","LB-PER-FT3","http://qudt.org/vocab/unit/LB-PER-FT3"
"[lb_av].[gal_br]-1","[lb_av].[gal_br]-1","LB-PER-GAL","http://qudt.org/vocab/unit/LB-PER-GAL"
"[lb_av].[gal_br]-1","[lb_av].[gal_br]-1","LB-PER-GAL_UK","http://qudt.org/vocab/unit/LB-PER-GAL_UK"
"[lb_av].[gal_us]-1","[lb_av].[gal_us]-1","LB-PER-GAL_US","http://qudt.org/vocab/unit/LB-PER-GAL_US"
"[lb_av].h-1","[lb_av].h-1","LB-PER-HR","http://qudt.org/vocab/unit/LB-PER-HR"
"[lb_av].[in_i]-1","[lb_av].[in_i]-1","LB-PER-IN","http://qudt.org/vocab/unit/LB-PER-IN"
"poundspersquareinch","[lb_av].[sin_i]-1","LB-PER-IN2","http://qudt.org/vocab/unit/LB-PER-IN2"
"poundspersquareinch","[lb_av].[sin_i]-1","LB-PER-IN2","http://qudt.org/vocab/unit/LB-PER-IN2"
"[lb_av].[sin_i]-1","[lb_av].[sin_i]-1","LB-PER-IN2","http://qudt.org/vocab/unit/LB-PER-IN2"
"[lb_av].[cin_i]-1","[lb_av].[cin_i]-1","LB-PER-IN3","http://qudt.org/vocab/unit/LB-PER-IN3"
"[lb_av].m-3","[lb_av].m-3","LB-PER-M3","http://qudt.org/vocab/unit/LB-PER-M3"
"[lb_av].min-1","[lb_av].min-1","LB-PER-MIN","http://qudt.org/vocab/unit/LB-PER-MIN"
"[lb_av].s-1","[lb_av].s-1","LB-PER-SEC","http://qudt.org/vocab/unit/LB-PER-SEC"
"[lb_av].[cyd_i]-1","[lb_av].[cyd_i]-1","LB-PER-YD3","http://qudt.org/vocab/unit/LB-PER-YD3"
"[lbf_av]","[lbf_av]","LB_F","http://qudt.org/vocab/unit/LB_F"
"[lbf_av].[ft_i]","[lbf_av].[ft_i]","LB_F-FT","http://qudt.org/vocab/unit/LB_F-FT"
"[lbf_av].[in_i]","[lbf_av].[in_i]","LB_F-IN","http://qudt.org/vocab/unit/LB_F-IN"
"[lbf_av].[ft_i]-1","[lbf_av].[ft_i]-1","LB_F-PER-FT","http://qudt.org/vocab/unit/LB_F-PER-FT"
"[lbf_av].[sft_i]-1","[lbf_av].[sft_i]-1","LB_F-PER-FT2","http://qudt.org/vocab/unit/LB_F-PER-FT2"
"[lbf_av].[in_i]-1","[lbf_av].[in_i]-1","LB_F-PER-IN","http://qudt.org/vocab/unit/LB_F-PER-IN"
"[lbf_av].[sin_i]-1","[lbf_av].[sin_i]-1","LB_F-PER-IN2","http://qudt.org/vocab/unit/LB_F-PER-IN2"
"[lbf_av].[sin_i]-1.[degF]-1","[lbf_av].[sin_i]-1.[degF]-1","LB_F-PER-IN2-DEG_F","http://qudt.org/vocab/unit/LB_F-PER-IN2-DEG_F"
"[lbf_av].[sin_i]-1.s-1","[lbf_av].[sin_i]-1.s-1","LB_F-PER-IN2-SEC","http://qudt.org/vocab/unit/LB_F-PER-IN2-SEC"
"[lbf_av].[lb_av]-1","[lbf_av].[lb_av]-1","LB_F-PER-LB","http://qudt.org/vocab/unit/LB_F-PER-LB"
"[lbf_av].s.[sft_i]-1","[lbf_av].s.[sft_i]-1","LB_F-SEC-PER-FT2","http://qudt.org/vocab/unit/LB_F-SEC-PER-FT2"
"[lbf_av].s.[sin_i]-1","[lbf_av].s.[sin_i]-1","LB_F-SEC-PER-IN2","http://qudt.org/vocab/unit/LB_F-SEC-PER-IN2"
"[lb_tr]","[lb_tr]","LB_T","http://qudt.org/vocab/unit/LB_T"
NA,NA,"LebanesePound","http://qudt.org/vocab/unit/LebanesePound"
NA,NA,"Lek","http://qudt.org/vocab/unit/Lek"
NA,NA,"Lempira","http://qudt.org/vocab/unit/Lempira"
NA,NA,"Leone","http://qudt.org/vocab/unit/Leone"
NA,NA,"LiberianDollar","http://qudt.org/vocab/unit/LiberianDollar"
NA,NA,"LibyanDinar","http://qudt.org/vocab/unit/LibyanDinar"
NA,NA,"Lilangeni","http://qudt.org/vocab/unit/Lilangeni"
NA,NA,"LithuanianLitas","http://qudt.org/vocab/unit/LithuanianLitas"
"lm","lm","LM","http://qudt.org/vocab/unit/LM"
"lm.W-1","lm.W-1","LM-PER-W","http://qudt.org/vocab/unit/LM-PER-W"
"lm.s-1","lm.s-1","LM-SEC","http://qudt.org/vocab/unit/LM-SEC"
NA,NA,"Loti","http://qudt.org/vocab/unit/Loti"
NA,NA,"LunarMass","http://qudt.org/vocab/unit/LunarMass"
"lx","lx","LUX","http://qudt.org/vocab/unit/LUX"
"lux","lx","LUX","http://qudt.org/vocab/unit/LUX"
"lx.h","lx.h","LUX-HR","http://qudt.org/vocab/unit/LUX-HR"
"[ly]","[ly]","LY","http://qudt.org/vocab/unit/LY"
"meters","m","M","http://qudt.org/vocab/unit/M"
"meter","m","M","http://qudt.org/vocab/unit/M"
"m","m","M","http://qudt.org/vocab/unit/M"
"meters","m","M","http://qudt.org/vocab/unit/M"
"meter","m","M","http://qudt.org/vocab/unit/M"
"m","m","M","http://qudt.org/vocab/unit/M"
"m","m","M","http://qudt.org/vocab/unit/M"
"m.K","m.K","M-K","http://qudt.org/vocab/unit/M-K"
"m.K.W-1","m.K.W-1","M-K-PER-W","http://qudt.org/vocab/unit/M-K-PER-W"
"m.kg","m.kg","M-KiloGM","http://qudt.org/vocab/unit/M-KiloGM"
"m.F-1","m.F-1","M-PER-FARAD","http://qudt.org/vocab/unit/M-PER-FARAD"
"meterperhour","m/h","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"meterperhour","m.h-1","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"m.h-1","m/h","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"m.h-1","m.h-1","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"m/h","m/h","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"m/h","m.h-1","M-PER-HR","http://qudt.org/vocab/unit/M-PER-HR"
"m/K","m/K","M-PER-K","http://qudt.org/vocab/unit/M-PER-K"
"m/min","m/min","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"m/min","m.min-1","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"metersperminute","m/min","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"metersperminute","m.min-1","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"metersperminute","m/min","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"metersperminute","m.min-1","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"m.min-1","m/min","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"m.min-1","m.min-1","M-PER-MIN","http://qudt.org/vocab/unit/M-PER-MIN"
"m.s-1","m.s-1","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"m.s-1","m/s","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"meterspersecond","m.s-1","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"meterspersecond","m/s","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"ms-1","m.s-1","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"ms-1","m/s","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"m/s","m.s-1","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"m/s","m/s","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
"meterpersecond","m.s-1","M-PER-SEC","http://qudt.org/vocab/unit/M-PER-SEC"
