"QK_EDI","QK_QUDT","dimVec","dimensionVector","s_EDI","s_QUDT"
"MassPerCount","PREDICTED-MASS","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/PREDICTED-MASS"
"MassPerCount","PropellantMass","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/PropellantMass"
"MassPerCount","RESERVE-MASS","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/RESERVE-MASS"
"MassPerCount","RestMass","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/RestMass"
"MassPerCount","StagePropellantMass","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/StagePropellantMass"
"MassPerCount","StageStructuralMass","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/StageStructuralMass"
"MassPerCount","TARGET-BOGIE-MASS","A0E0L0I0M1H0T0D0","http://qudt.org/vocab/dimensionvector/A0E0L0I0M1H0T0D0","http://qudt.org/vocab/quantitykind/MassPerCount","http://qudt.org/vocab/quantitykind/TARGET-BOGIE-MASS"
"MassRatio","Absorptance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Absorptance"
"MassRatio","Acidity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Acidity"
"MassRatio","ActivityCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/ActivityCoefficient"
"MassRatio","AmountOfBiologicallyActiveSubstance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AmountOfBiologicallyActiveSubstance"
"MassRatio","AmountOfCloudCover","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AmountOfCloudCover"
"MassRatio","AmountOfSubstanceFraction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AmountOfSubstanceFraction"
"MassRatio","Angle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Angle"
"MassRatio","AngleOfAttack","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AngleOfAttack"
"MassRatio","AngleOfOpticalRotation","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AngleOfOpticalRotation"
"MassRatio","AngularDistance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AngularDistance"
"MassRatio","AreaRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AreaRatio"
"MassRatio","Asset","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Asset"
"MassRatio","AtomicNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AtomicNumber"
"MassRatio","AtomScatteringFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AtomScatteringFactor"
"MassRatio","AuditoryThresholds","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AuditoryThresholds"
"MassRatio","AverageLogarithmicEnergyDecrement","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/AverageLogarithmicEnergyDecrement"
"MassRatio","Azimuth","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Azimuth"
"MassRatio","Basicity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Basicity"
"MassRatio","BevelGearPitchAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BevelGearPitchAngle"
"MassRatio","BindingFraction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BindingFraction"
"MassRatio","BioconcentrationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BioconcentrationFactor"
"MassRatio","BitDataVolume","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BitDataVolume"
"MassRatio","BraggAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BraggAngle"
"MassRatio","BucklingFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/BucklingFactor"
"MassRatio","ByteDataVolume","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/ByteDataVolume"
"MassRatio","CanonicalPartitionFunction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CanonicalPartitionFunction"
"MassRatio","Capacity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Capacity"
"MassRatio","CharacteristicNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CharacteristicNumber"
"MassRatio","ChargeNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/ChargeNumber"
"MassRatio","Chromaticity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Chromaticity"
"MassRatio","CoefficientOfPerformance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CoefficientOfPerformance"
"MassRatio","CompoundPlaneAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CompoundPlaneAngle"
"MassRatio","CompressibilityFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CompressibilityFactor"
"MassRatio","Constringence","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Constringence"
"MassRatio","Count","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Count"
"MassRatio","CouplingFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CouplingFactor"
"MassRatio","Currency","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Currency"
"MassRatio","CurrencyPerFlight","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/CurrencyPerFlight"
"MassRatio","DatasetOfBits","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DatasetOfBits"
"MassRatio","DatasetOfBytes","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DatasetOfBytes"
"MassRatio","Debye-WallerFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Debye-WallerFactor"
"MassRatio","DegreeOfDissociation","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DegreeOfDissociation"
"MassRatio","DigitRate","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DigitRate"
"MassRatio","Dimensionless","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Dimensionless"
"MassRatio","DimensionlessRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DimensionlessRatio"
"MassRatio","Dissipance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Dissipance"
"MassRatio","DoseEquivalentQualityFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DoseEquivalentQualityFactor"
"MassRatio","DragCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DragCoefficient"
"MassRatio","DutyCycle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DutyCycle"
"MassRatio","Duv","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Duv"
"MassRatio","DynamicFrictionCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/DynamicFrictionCoefficient"
"MassRatio","EarthquakeMagnitude","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EarthquakeMagnitude"
"MassRatio","EccentricityOfOrbit","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EccentricityOfOrbit"
"MassRatio","EffectiveMultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EffectiveMultiplicationFactor"
"MassRatio","Efficiency","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Efficiency"
"MassRatio","EinsteinTransitionProbability","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EinsteinTransitionProbability"
"MassRatio","ElectricSusceptibility","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/ElectricSusceptibility"
"MassRatio","ElectromagneticPermeabilityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/ElectromagneticPermeabilityRatio"
"MassRatio","Emissivity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Emissivity"
"MassRatio","EquilibriumConstant","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EquilibriumConstant"
"MassRatio","EquilibriumConstantOnConcentrationBasis","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EquilibriumConstantOnConcentrationBasis"
"MassRatio","EquilibriumConstantOnPressureBasis","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/EquilibriumConstantOnPressureBasis"
"MassRatio","FastFissionFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FastFissionFactor"
"MassRatio","FirstStageMassRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FirstStageMassRatio"
"MassRatio","FissionCoreRadiusToHeightRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FissionCoreRadiusToHeightRatio"
"MassRatio","FissionFuelUtilizationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FissionFuelUtilizationFactor"
"MassRatio","FissionMultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FissionMultiplicationFactor"
"MassRatio","FlightPathAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FlightPathAngle"
"MassRatio","FrictionCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FrictionCoefficient"
"MassRatio","FUEL-BIAS","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/FUEL-BIAS"
"MassRatio","Gain","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Gain"
"MassRatio","GeneFamilyAbundance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GeneFamilyAbundance"
"MassRatio","GeneralizedCoordinate","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GeneralizedCoordinate"
"MassRatio","GeneralizedForce","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GeneralizedForce"
"MassRatio","GeneralizedMomentum","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GeneralizedMomentum"
"MassRatio","GeneralizedVelocity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GeneralizedVelocity"
"MassRatio","GFactorOfNucleus","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GFactorOfNucleus"
"MassRatio","Gradient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Gradient"
"MassRatio","GrandCanonicalPartitionFunction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GrandCanonicalPartitionFunction"
"MassRatio","Gravity_API","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Gravity_API"
"MassRatio","GruneisenParameter","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GruneisenParameter"
"MassRatio","GustatoryThreshold","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/GustatoryThreshold"
"MassRatio","HeatCapacityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/HeatCapacityRatio"
"MassRatio","HyperfineStructureQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/HyperfineStructureQuantumNumber"
"MassRatio","InfiniteMultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InfiniteMultiplicationFactor"
"MassRatio","InformationContent","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InformationContent"
"MassRatio","InformationContentExpressedAsALogarithmToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBase10"
"MassRatio","InformationContentExpressedAsALogarithmToBase2","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBase2"
"MassRatio","InformationContentExpressedAsALogarithmToBaseE","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBaseE"
"MassRatio","InformationEntropy","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InformationEntropy"
"MassRatio","InternalConversionFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/InternalConversionFactor"
"MassRatio","IonTransportNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/IonTransportNumber"
"MassRatio","IsentropicExponent","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/IsentropicExponent"
"MassRatio","Landau-GinzburgNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Landau-GinzburgNumber"
"MassRatio","LandeGFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LandeGFactor"
"MassRatio","LeakageFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LeakageFactor"
"MassRatio","LengthRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LengthRatio"
"MassRatio","Lethargy","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Lethargy"
"MassRatio","LiftCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LiftCoefficient"
"MassRatio","LinearStrain","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LinearStrain"
"MassRatio","Log10Ratio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/Log10Ratio"
"MassRatio","LogarithmicFrequencyInterval","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LogarithmicFrequencyInterval"
"MassRatio","LogarithmicFrequencyIntervalToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LogarithmicFrequencyIntervalToBase10"
"MassRatio","LogarithmRatioToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LogarithmRatioToBase10"
"MassRatio","LogarithmRatioToBaseE","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MassRatio","http://qudt.org/vocab/quantitykind/LogarithmRatioToBaseE"
