"QK_EDI","QK_QUDT","dimVec","dimensionVector","s_EDI","s_QUDT"
"MolarRatio","FissionCoreRadiusToHeightRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FissionCoreRadiusToHeightRatio"
"MolarRatio","FissionFuelUtilizationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FissionFuelUtilizationFactor"
"MolarRatio","FissionMultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FissionMultiplicationFactor"
"MolarRatio","FlightPathAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FlightPathAngle"
"MolarRatio","FrictionCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FrictionCoefficient"
"MolarRatio","FUEL-BIAS","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/FUEL-BIAS"
"MolarRatio","Gain","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Gain"
"MolarRatio","GeneFamilyAbundance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GeneFamilyAbundance"
"MolarRatio","GeneralizedCoordinate","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GeneralizedCoordinate"
"MolarRatio","GeneralizedForce","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GeneralizedForce"
"MolarRatio","GeneralizedMomentum","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GeneralizedMomentum"
"MolarRatio","GeneralizedVelocity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GeneralizedVelocity"
"MolarRatio","GFactorOfNucleus","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GFactorOfNucleus"
"MolarRatio","Gradient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Gradient"
"MolarRatio","GrandCanonicalPartitionFunction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GrandCanonicalPartitionFunction"
"MolarRatio","Gravity_API","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Gravity_API"
"MolarRatio","GruneisenParameter","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GruneisenParameter"
"MolarRatio","GustatoryThreshold","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/GustatoryThreshold"
"MolarRatio","HeatCapacityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/HeatCapacityRatio"
"MolarRatio","HyperfineStructureQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/HyperfineStructureQuantumNumber"
"MolarRatio","InfiniteMultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InfiniteMultiplicationFactor"
"MolarRatio","InformationContent","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InformationContent"
"MolarRatio","InformationContentExpressedAsALogarithmToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBase10"
"MolarRatio","InformationContentExpressedAsALogarithmToBase2","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBase2"
"MolarRatio","InformationContentExpressedAsALogarithmToBaseE","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InformationContentExpressedAsALogarithmToBaseE"
"MolarRatio","InformationEntropy","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InformationEntropy"
"MolarRatio","InternalConversionFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/InternalConversionFactor"
"MolarRatio","IonTransportNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/IonTransportNumber"
"MolarRatio","IsentropicExponent","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/IsentropicExponent"
"MolarRatio","Landau-GinzburgNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Landau-GinzburgNumber"
"MolarRatio","LandeGFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LandeGFactor"
"MolarRatio","LeakageFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LeakageFactor"
"MolarRatio","LengthRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LengthRatio"
"MolarRatio","Lethargy","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Lethargy"
"MolarRatio","LiftCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LiftCoefficient"
"MolarRatio","LinearStrain","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LinearStrain"
"MolarRatio","Log10Ratio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Log10Ratio"
"MolarRatio","LogarithmicFrequencyInterval","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogarithmicFrequencyInterval"
"MolarRatio","LogarithmicFrequencyIntervalToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogarithmicFrequencyIntervalToBase10"
"MolarRatio","LogarithmRatioToBase10","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogarithmRatioToBase10"
"MolarRatio","LogarithmRatioToBaseE","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogarithmRatioToBaseE"
"MolarRatio","LogOctanolAirPartitionCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogOctanolAirPartitionCoefficient"
"MolarRatio","LogOctanolWaterPartitionCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LogOctanolWaterPartitionCoefficient"
"MolarRatio","Long-RangeOrderParameter","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Long-RangeOrderParameter"
"MolarRatio","LossAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LossAngle"
"MolarRatio","LossFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LossFactor"
"MolarRatio","Loudness","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Loudness"
"MolarRatio","LoudnessLevel","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LoudnessLevel"
"MolarRatio","LuminousFluxRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LuminousFluxRatio"
"MolarRatio","LuminousIntensityDistribution","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/LuminousIntensityDistribution"
"MolarRatio","MachNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MachNumber"
"MolarRatio","MadelungConstant","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MadelungConstant"
"MolarRatio","MagneticQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MagneticQuantumNumber"
"MolarRatio","MagneticSusceptability","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MagneticSusceptability"
"MolarRatio","MassFraction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassFraction"
"MolarRatio","MassFractionOfDryMatter","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassFractionOfDryMatter"
"MolarRatio","MassFractionOfWater","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassFractionOfWater"
"MolarRatio","MassNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassNumber"
"MolarRatio","MassRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassRatio"
"MolarRatio","MassRatioOfWaterToDryMatter","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassRatioOfWaterToDryMatter"
"MolarRatio","MassRatioOfWaterVapourToDryGas","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MassRatioOfWaterVapourToDryGas"
"MolarRatio","MicrobialFormation","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MicrobialFormation"
"MolarRatio","MicroCanonicalPartitionFunction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MicroCanonicalPartitionFunction"
"MolarRatio","MobilityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MobilityRatio"
"MolarRatio","MoleFraction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MoleFraction"
"MolarRatio","MultiplicationFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/MultiplicationFactor"
"MolarRatio","NapierianAbsorbance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NapierianAbsorbance"
"MolarRatio","NeutralRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NeutralRatio"
"MolarRatio","NeutronNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NeutronNumber"
"MolarRatio","NeutronYieldPerAbsorption","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NeutronYieldPerAbsorption"
"MolarRatio","NeutronYieldPerFission","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NeutronYieldPerFission"
"MolarRatio","Non-LeakageProbability","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Non-LeakageProbability"
"MolarRatio","NormalizedDimensionlessRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NormalizedDimensionlessRatio"
"MolarRatio","NuclearSpinQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NuclearSpinQuantumNumber"
"MolarRatio","NucleonNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NucleonNumber"
"MolarRatio","NumberOfParticles","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/NumberOfParticles"
"MolarRatio","OpeningRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/OpeningRatio"
"MolarRatio","OrbitalAngularMomentumQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/OrbitalAngularMomentumQuantumNumber"
"MolarRatio","OrderOfReflection","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/OrderOfReflection"
"MolarRatio","OsmoticCoefficient","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/OsmoticCoefficient"
"MolarRatio","PackingFraction","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PackingFraction"
"MolarRatio","PayloadRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PayloadRatio"
"MolarRatio","PermeabilityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PermeabilityRatio"
"MolarRatio","PermittivityRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PermittivityRatio"
"MolarRatio","PhaseDifference","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PhaseDifference"
"MolarRatio","PictureElement","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PictureElement"
"MolarRatio","Piece","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Piece"
"MolarRatio","PlaneAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PlaneAngle"
"MolarRatio","PoissonRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PoissonRatio"
"MolarRatio","Population","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Population"
"MolarRatio","PositiveDimensionlessRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PositiveDimensionlessRatio"
"MolarRatio","PositivePlaneAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PositivePlaneAngle"
"MolarRatio","PowerFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PowerFactor"
"MolarRatio","PressureBurningRateConstant","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PressureBurningRateConstant"
"MolarRatio","PressureBurningRateIndex","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PressureBurningRateIndex"
"MolarRatio","PressureRatio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PressureRatio"
"MolarRatio","Prevalence","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Prevalence"
"MolarRatio","PrincipalQuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/PrincipalQuantumNumber"
"MolarRatio","QualityFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/QualityFactor"
"MolarRatio","QuantumNumber","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/QuantumNumber"
"MolarRatio","RadianceFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/RadianceFactor"
"MolarRatio","Ratio","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Ratio"
"MolarRatio","RatioOfSpecificHeatCapacities","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/RatioOfSpecificHeatCapacities"
"MolarRatio","Reactivity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Reactivity"
"MolarRatio","ReciprocalPlaneAngle","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/ReciprocalPlaneAngle"
"MolarRatio","Reflectance","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Reflectance"
"MolarRatio","ReflectanceFactor","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/ReflectanceFactor"
"MolarRatio","Reflectivity","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/Reflectivity"
"MolarRatio","RefractiveIndex","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/RefractiveIndex"
"MolarRatio","RelativeAtomicMass","A0E0L0I0M0H0T0D1","http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1","http://qudt.org/vocab/quantitykind/MolarRatio","http://qudt.org/vocab/quantitykind/RelativeAtomicMass"
